نوع العقار,الغرض,الحي,الواجهة,المساحة,سعر المتر,السعر الإجمالي
أرض,تجاري وسكني, حي المهدية ,شمالية,300,867,260100
أرض,تجاري وسكني, حي طويق ,شمالية,840,867,728280
أرض,تجاري وسكني, حي طويق ,غربية,756,867,655452
أرض,تجاري وسكني, حي النرجس ,شمالية غربية,900,4000,3600000
أرض,تجاري وسكني, حي النرجس ,جنوبية,450,3700,1665000
أرض,تجاري وسكني, الرياض ,غربية,1151,3700,4258700
أرض,تجاري وسكني, حي المشاعل ,شرقية,2529,3700,9357300
أرض,تجاري وسكني, حي ظهرة نمار ,شمالية,861,3700,3185700
أرض,تجاري وسكني, حي ظهرة لبن ,جنوبية غربية,400,4500,1800000
أرض,تجاري وسكني, حي ظهرة نمار ,جنوبية,862,4500,3879000
أرض,تجاري وسكني, حي ظهرة لبن ,جنوبية غربية,400,2250,900000
أرض,تجاري وسكني, حي ظهرة لبن ,شرقية,918,2250,2065500
أرض,تجاري وسكني, حي المروج ,شمالية,300,2250,675000
أرض,تجاري وسكني, حي ظهرة نمار ,شمالية,861,2250,1937250
أرض,تجاري وسكني, حي طويق ,جنوبية,840,2261,1899240
أرض,تجاري وسكني, حي العوالي ,جنوبية,850,2261,1921850
أرض,تجاري وسكني, حي ظهرة نمار ,جنوبية,877,2261,1982897
أرض,تجاري وسكني, حي المناخ ,جنوبية,337,2240,754880
أرض,تجاري وسكني, حي المهدية ,جنوبية,337,2240,754880
أرض,تجاري وسكني, الرياض ,جنوبية,750,1133,849750
أرض,تجاري وسكني, حي طويق ,شمالية,900,1133,1019700
أرض,تجاري وسكني, حي العوالي ,شمالية,900,1133,1019700
أرض,تجاري وسكني, حي طويق ,شمالية,900,3150,2835000
أرض,تجاري وسكني, حي العوالي ,شمالية,900,3150,2835000
أرض,تجاري وسكني, حي المهدية ,شمالية,450,3150,1417500
أرض,تجاري وسكني, حي المهدية ,جنوبية غربية,400,3000,1200000
أرض,سكني, حي ظهرة لبن ,جنوبية غربية,400,2250,900000
أرض,سكني, حي المهدية ,شمالية,445,3000,1335000
أرض,سكني, حي العزيزية ,غربية,500,1850,925000
أرض,سكني, حي المهدية ,جنوبية شرقية,450,3000,1350000
أرض,سكني, حي الشرق ,شمالية,454,2500,1135000
أرض,سكني, حي ظهرة لبن ,جنوبية,1200,2500,3000000
أرض,سكني, الرياض ,شمالية,910,9891,9000810
أرض,سكني, حي المهدية ,جنوبية,450,9891,4450950
أرض,سكني, شارع ابن ماجه ,ثلاث شوارع,10500,2700,28350000
أرض,سكني, حي المغرزات ,جنوبية شرقية,1050,8000,8400000
أرض,سكني, حي المهدية ,جنوبية شرقية,1050,8000,8400000
أرض,سكني, حي المهدية ,شمالية,536,2600,1393600
أرض,سكني, حي القيروان ,شمالية,536,2600,1393600
أرض,سكني, حي القيروان ,غربية,600,6300,3780000
أرض,سكني, حي المهدية ,شمالية غربية,585,6300,3685500
أرض,سكني, حي المهدية ,غربية,744,1800,1339200
أرض,سكني, حي السعادة ,غربية,744,1800,1339200
أرض,سكني, حي المهدية ,شمالية,418,2700,1128600
أرض,سكني, ضاحية نمار ,شمالية,750,2700,2025000
أرض,سكني, حي النرجس ,غربية,399,5800,2314200
أرض,سكني, حي المهدية ,جنوبية,1250,2800,3500000
أرض,سكني, حي العليا ,جنوبية,1250,2800,3500000
أرض,سكني, حي الخير ,جنوبية,375,1413,529875
أرض,سكني, حي العليا ,شمالية شرقية,600,1413,847800
أرض,سكني, الرياض ,جنوبية,375,1413,529875
أرض,سكني, الرياض ,جنوبية,2254,900,2028600
أرض,سكني, حي الندوة ,شمالية,375,900,337500
أرض,سكني, حي الندوة ,شرقية,900,1000,900000
أرض,سكني, حي المهدية ,شمالية غربية,787,3200,2518400
أرض,سكني, حي المهدية ,غربية,900,1000,900000
أرض,سكني, الرياض ,جنوبية غربية,900,1000,900000
أرض,سكني, حي الفيحاء ,غربية,720,1000,720000
أرض,سكني, حي الفيحاء ,غربية,900,1000,900000
أرض,سكني, حي الفيحاء ,جنوبية غربية,900,777,699300
أرض,سكني, حي العارض ,ثلاث شوارع,1490,777,1157730
أرض,سكني, حي ظهرة لبن ,جنوبية غربية,400,2338,935200
أرض,تجاري وسكني, الرياض ,جنوبية غربية,525,1700,892500
أرض,تجاري وسكني, الرياض ,غربية,900,2300,2070000
أرض,تجاري وسكني, حي العوالي ,شمالية,1060,2000,2120000
أرض,تجاري وسكني, حي العوالي ,شرقية,900,1111,999900
أرض,سكني, حي بدر ,جنوبية,500,1300,650000
أرض,سكني, حي بدر ,غربية,900,1300,1170000
أرض,سكني, الرياض ,جنوبية,500,1300,650000
أرض,سكني, حي ظهرة لبن ,جنوبية,625,1300,812500
أرض,سكني, حي المهدية ,شمالية,499,1300,648700
أرض,سكني, حي المهدية ,شرقية,900,1111,999900
أرض,سكني, ضاحية نمار ,شمالية غربية,2001,1111,2223111
أرض,سكني, ضاحية نمار ,شرقية,900,1111,999900
أرض,سكني, حي النرجس ,شرقية,525,4800,2520000
أرض,سكني, حي النرجس ,شرقية,525,4700,2467500
أرض,سكني, حي النرجس ,شمالية,2061,4700,9686700
أرض,سكني, حي الملقا ,شمالية,4440,7000,31080000
أرض,سكني, حي النرجس ,غربية,5995,7000,41965000
أرض,سكني, الرياض ,شمالية,802,1150,922300
أرض,سكني, حي الخير ,غربية,375,1600,600000
أرض,سكني, حي الروضة ,شمالية شرقية,608,4000,2432000
أرض,سكني, حي الخير ,غربية,400,1500,600000
أرض,سكني, حي الروضة ,شرقية,543,4100,2226300
أرض,سكني, حي المهدية ,شمالية,600,2416,1449600
أرض,سكني, حي الملك فيصل ,شرقية,750,3350,2512500
أرض,سكني, حي اليرموك ,شمالية,300,3600,1080000
أرض,سكني, حي المصانع ,ثلاث شوارع,3157,3600,11365200
أرض,سكني, حي المعيزلة ,شمالية,437,2900,1267300
أرض,سكني, حي الملك فيصل ,غربية,760,526,399760
أرض,سكني, حي الملقا ,شمالية,546,9000,4914000
أرض,سكني, حي الرمال ,جنوبية غربية,1930,2800,5404000
أرض,سكني, الرياض ,شمالية,805,1155,929775
أرض,سكني, الرياض ,جنوبية,625,3700,2312500
أرض,سكني, الرياض ,شمالية غربية,414,9000,3726000
أرض,سكني, الرياض ,جنوبية,630,9000,5670000
أرض,سكني, حي السعادة ,جنوبية,306,2777,849762
أرض,سكني, حي النرجس ,غربية,400,5000,2000000
أرض,سكني, حي الرمال ,غربية,600,3000,1800000
أرض,سكني, الرياض ,ثلاث شوارع,1225,2500,3062500
أرض,سكني, الرياض ,شمالية,330,2500,825000
أرض,سكني, الرياض ,شرقية,2160,2500,5400000
أرض,سكني, الرياض ,شرقية,705,1205,849525
أرض,سكني, حي الياسمين ,شمالية,910,19780,17999800
أرض,سكني, حي الياسمين ,شمالية,2172,19780,42962160
أرض,سكني, حي ثليم ,جنوبية غربية,333,19780,6586740
أرض,سكني, حي ثليم ,شرقية,2227,19780,44050060
أرض,سكني, ضاحية نمار ,شرقية,2227,19780,44050060
أرض,سكني, ضاحية نمار ,شمالية شرقية,2215,19780,43812700
أرض,سكني, ضاحية نمار ,جنوبية,2200,19780,43516000
أرض,سكني, ضاحية نمار ,جنوبية شرقية,2200,19780,43516000
أرض,سكني, ضاحية نمار ,غربية,2227,19780,44050060
أرض,سكني, الرياض ,جنوبية,875,1120,980000
أرض,سكني, حي المشرق ,شمالية,750,480,360000
أرض,سكني, حي الجنادرية ,شمالية شرقية,500,480,240000
أرض,سكني, حي العليا ,شمالية شرقية,1741,6000,10446000
أرض,سكني, حي الرمال ,ثلاث شوارع,1200,3400,4080000
أرض,سكني, امارة منطقة الرياض ,شمالية,750,600,450000
أرض,سكني, امارة منطقة الرياض ,شمالية شرقية,2237,600,1342200
أرض,سكني, امارة منطقة الرياض ,شمالية غربية,2250,600,1350000
أرض,سكني, امارة منطقة الرياض ,شمالية غربية,2237,600,1342200
أرض,سكني, امارة منطقة الرياض ,شمالية,2250,600,1350000
أرض,سكني, امارة منطقة الرياض ,شمالية,1650,8000,13200000
أرض,سكني, امارة منطقة الرياض ,غربية,2250,888,1998000
أرض,سكني, امارة منطقة الرياض ,غربية,900,888,799200
أرض,سكني, حي العلا ,شمالية,936,459,429624
أرض,سكني, حي اليرموك ,جنوبية,1089,459,499851
أرض,تجاري وسكني, ملهم ,شرقية,312,1925,600600
أرض,تجاري وسكني, ضاحية نمار ,شمالية,1060,2000,2120000
أرض,سكني, حي النرجس ,شمالية,900,4000,3600000
أرض,سكني, حي النرجس ,غربية,450,2000,900000
أرض,سكني, حي النرجس ,شمالية,300,2000,600000
أرض,سكني, حي النرجس ,شمالية,455,4800,2184000
أرض,سكني, الرياض ,جنوبية,375,1466,549750
أرض,سكني, حي المهدية ,شمالية,300,3500,1050000
أرض,سكني, حي المهدية ,شمالية,300,3333,999900
أرض,سكني, حي بنبان ,شمالية,503,1230,618690
أرض,سكني, حي ظهرة لبن ,جنوبية,450,2700,1215000
أرض,سكني, الرياض ,جنوبية,742,1400,1038800
أرض,سكني, حي المهدية ,غربية,450,1400,630000
أرض,سكني, الرياض ,جنوبية,300,4400,1320000
أرض,سكني, الرياض ,شمالية شرقية,900,4019,3617100
أرض,سكني, حي ظهرة لبن ,جنوبية,400,2625,1050000
أرض,تجاري وسكني, حي ثليم ,جنوبية غربية,340,4400,1496000
أرض,تجاري وسكني, حي ثليم ,جنوبية غربية,432,4400,1900800
أرض,تجاري وسكني, حي ظهرة لبن ,جنوبية,450,4400,1980000
أرض,تجاري وسكني, حي ظهرة لبن ,جنوبية شرقية,2327,859,1998893
أرض,تجاري وسكني, حي الياسمين ,جنوبية,1500,6700,10050000
أرض,تجاري وسكني, حي النرجس ,شمالية,455,4800,2184000
أرض,تجاري وسكني, حي عريض ,شرقية,700,1350,945000
أرض,تجاري وسكني, حي عريض ,شمالية,785,1350,1059750
أرض,تجاري وسكني, الرياض ,غربية,600,1350,810000
أرض,تجاري وسكني, الرياض ,جنوبية,2340,1350,3159000
أرض,تجاري وسكني, الرياض ,شمالية,437,2350,1026950
أرض,تجاري وسكني, الرياض ,شمالية غربية,582,2350,1367700
أرض,تجاري وسكني, حي اليمامة ,غربية,386,2350,907100
أرض,تجاري وسكني, الرياض ,غربية,900,2350,2115000
أرض,تجاري وسكني, الرياض ,شمالية,375,1333,499875
أرض,تجاري وسكني, حي الياسمين ,جنوبية,1500,6667,10000500
أرض,سكني, حي القدس ,جنوبية,500,4100,2050000
أرض,سكني, حي عرقة ,شمالية,536,6000,3216000
أرض,سكني, حي القيروان ,غربية,450,6000,2700000
أرض,سكني, الرياض ,شمالية,450,2600,1170000
أرض,سكني, الرياض ,شمالية,670,1000,670000
أرض,سكني, الرياض ,شمالية,2394,1000,2394000
أرض,سكني, حي المهدية ,شرقية,391,1800,703800
أرض,سكني, حي المهدية ,شمالية,670,993,665310
أرض,سكني, حي بدر ,ثلاث شوارع,7861,993,7805973
أرض,سكني, حي حطين ,جنوبية غربية,1200,10000,12000000
أرض,سكني, حي بدر ,جنوبية غربية,1200,10000,12000000
أرض,سكني, حي النرجس ,غربية,1800,10000,18000000
أرض,سكني, الرياض ,جنوبية,900,10000,9000000
أرض,سكني, الرياض ,جنوبية,420,10000,4200000
أرض,سكني, الرياض ,جنوبية,375,10000,3750000
أرض,سكني, الرياض ,شمالية,375,10000,3750000
أرض,سكني, الرياض ,غربية,2100,10000,21000000
أرض,سكني, حي المونسية ,شمالية,621,10000,6210000
أرض,سكني, حي ظهرة لبن ,غربية,900,2000,1800000
أرض,سكني, الرياض ,جنوبية,312,2000,624000
أرض,سكني, حي الرمال ,شمالية شرقية,580,2000,1160000
أرض,سكني, الرياض ,جنوبية,750,2000,1500000
أرض,سكني, حي عقرباء ,شمالية غربية,500,2460,1230000
أرض,سكني, حي النرجس ,جنوبية,333,3339,1111887
أرض,سكني, الرياض ,شمالية,630,6000,3780000
أرض,سكني, حي الوادي ,شرقية,625,3000,1875000
أرض,سكني, حي النرجس ,جنوبية غربية,900,4000,3600000
أرض,سكني, شارع السلطان محمد الفاتح ,شمالية,692,6400,4428800
أرض,سكني, حي ظهرة لبن ,جنوبية غربية,1400,6400,8960000
أرض,سكني, الرياض ,شمالية,375,6400,2400000
أرض,سكني, الرياض ,شمالية,900,1500,1350000
أرض,سكني, الرياض ,شرقية,810,1350,1093500
أرض,تجاري وسكني, حي الزاهر ,جنوبية شرقية,900,1000,900000
أرض,تجاري وسكني, العيينة ,جنوبية شرقية,900,1000,900000
أرض,تجاري وسكني, حي عريض ,ثلاث شوارع,495,1000,495000
أرض,تجاري وسكني, حي طيبة ,ثلاث شوارع,6889,1000,6889000
أرض,تجاري وسكني, حي طيبة ,جنوبية,1843,1000,1843000
أرض,تجاري وسكني, حي طيبة ,أربع شوارع,1843,1000,1843000
أرض,تجاري وسكني, حي طيبة ,جنوبية,360,1000,360000
أرض,تجاري وسكني, حي الملك عبدالله ,أربع شوارع,8217,3000,24651000
أرض,تجاري وسكني, الرياض ,أربع شوارع,8217,3000,24651000
أرض,تجاري وسكني, حي ظهرة لبن ,ثلاث شوارع,750,3000,2250000
أرض,تجاري وسكني, حي القادسية ,شمالية,312,3000,936000
أرض,تجاري وسكني, حي ظهرة لبن ,شمالية شرقية,900,3000,2700000
أرض,تجاري وسكني, حي المروة ,شرقية,2625,4500,11812500
أرض,تجاري وسكني, حي المروة ,شرقية,900,4500,4050000
أرض,تجاري وسكني, الرياض ,جنوبية,372,4500,1674000
أرض,تجاري وسكني, الرياض ,شرقية,747,6500,4855500
أرض,تجاري, حي السلي ,شمالية,2800,4000,11200000
أرض,تجاري, حي القادسية ,جنوبية شرقية,306,2700,826200
أرض,سكني, الرياض ,شمالية,375,1320,495000
أرض,سكني, حي النرجس ,جنوبية,900,1320,1188000
أرض,سكني, حي طويق ,جنوبية شرقية,900,1600,1440000
أرض,سكني, حي النرجس ,شمالية غربية,425,4250,1806250
أرض,سكني, حي الجزيرة ,أربع شوارع,1800,4250,7650000
أرض,سكني, حي العارض ,شمالية غربية,425,3100,1317500
أرض,سكني, حي المناخ ,شمالية,312,1600,499200
أرض,سكني, حي المناخ ,شمالية,630,1600,1008000
أرض,سكني, حي القادسية ,جنوبية,3000,3080,9240000
أرض,سكني, حي القادسية ,جنوبية,890,1179,1049310
أرض,سكني, حي ظهرة لبن ,جنوبية غربية,1400,3100,4340000
أرض,سكني, الرياض ,جنوبية,750,546,409500
أرض,سكني, حي عريض ,شمالية,450,546,245700
أرض,سكني, حي بدر ,شمالية,375,546,204750
أرض,سكني, حي بدر ,غربية,900,546,491400
أرض,سكني, الرياض ,جنوبية,360,1480,532800
أرض,سكني, الرياض ,شرقية,450,1480,666000
أرض,سكني, حي الرفيعة ,شمالية شرقية,483,5800,2801400
أرض,سكني, الرياض ,شمالية,910,5800,5278000
أرض,سكني, الرياض ,جنوبية,1752,1997,3498744
أرض,سكني, حي النرجس ,شرقية,594,5000,2970000
أرض,سكني, حي اليرموك ,جنوبية,1089,3200,3484800
أرض,سكني, حي النرجس ,جنوبية,1089,3200,3484800
أرض,سكني, الرياض ,جنوبية غربية,408,3200,1305600
أرض,سكني, حي المونسية ,شمالية,875,4000,3500000
أرض,سكني, الرياض ,شرقية,375,4000,1500000
أرض,سكني, الرياض ,شرقية,375,1455,545625
أرض,سكني, الرياض ,شمالية,1627,1455,2367285
أرض,سكني, حي حطين ,شمالية غربية,4000,1455,5820000
أرض,سكني, حي حطين ,شمالية,1627,1455,2367285
أرض,سكني, حي العلا ,شمالية,1627,1455,2367285
أرض,سكني, حي النهضة ,جنوبية,1089,2850,3103650
أرض,سكني, الرياض ,جنوبية,750,467,350250
أرض,سكني, الرياض ,شمالية,427,467,199409
أرض,سكني, حي المهدية ,شمالية غربية,900,467,420300
أرض,سكني, حي النرجس ,شمالية,300,5500,1650000
أرض,سكني, الرياض ,ثلاث شوارع,2600,2400,6240000
أرض,سكني, حي الناصرية ,ثلاث شوارع,2600,2400,6240000
أرض,سكني, حي الناصرية ,جنوبية,9053,4000,36212000
أرض,سكني, الرياض ,شرقية,900,4000,3600000
أرض,سكني, حي ظهرة لبن ,جنوبية غربية,400,4000,1600000
أرض,سكني, حي ظهرة لبن ,شمالية,692,4000,2768000
أرض,سكني, حي ظهرة لبن ,جنوبية,450,3100,1395000
أرض,سكني, حي النظيم ,غربية,590,3100,1829000
أرض,سكني, حي النسيم الغربي ,جنوبية,875,1800,1575000
أرض,سكني, حي الصفا ,غربية,400,1800,720000
أرض,سكني, حي أم الحمام الغربي ,غربية,600,2667,1600200
أرض,سكني, حي ظهرة لبن ,شمالية,450,2667,1200150
أرض,سكني, حي ظهرة لبن ,غربية,600,2667,1600200
أرض,سكني, حي الرمال ,جنوبية,372,3100,1153200
أرض,سكني, حي ظهرة لبن ,شمالية,2400,3100,7440000
أرض,سكني, حي النسيم الغربي ,جنوبية,875,1900,1662500
أرض,سكني, الرياض ,جنوبية,450,666,299700
أرض,سكني, الرياض ,شمالية,405,666,269730
أرض,سكني, حي ظهرة نمار ,شرقية,483,1500,724500
أرض,تجاري وسكني, حي طويق ,جنوبية,3600,3500,12600000
أرض,تجاري وسكني, حي المهدية ,جنوبية,375,2666,999750
أرض,تجاري وسكني, الرياض ,شرقية,300,800,240000
أرض,تجاري وسكني, حي القيروان ,شمالية,692,6400,4428800
أرض,تجاري وسكني, حي البرية ,جنوبية,330,6400,2112000
أرض,تجاري وسكني, حي البرية ,ثلاث شوارع,10941,6400,70022400
أرض,تجاري وسكني, حي البرية ,شمالية غربية,671,700,469700
أرض,تجاري وسكني, حي ظهرة نمار ,شمالية,511,1600,817600
أرض,تجاري وسكني, حي عرقة ,غربية,1400,5857,8199800
أرض,تجاري وسكني, حي العارض ,أربع شوارع,7420,4000,29680000
أرض,تجاري وسكني, ضاحية نمار ,شمالية,450,4000,1800000
أرض,تجاري وسكني, حي عقرباء ,شمالية,450,4000,1800000
أرض,تجاري وسكني, حي عقرباء ,جنوبية شرقية,625,4000,2500000
أرض,تجاري وسكني, الرياض ,غربية,379,1590,602610
أرض,تجاري وسكني, حي عريض ,غربية,379,1590,602610
أرض,تجاري وسكني, حي المصيف ,شمالية,1270,4500,5715000
أرض,تجاري وسكني, حي المصيف ,جنوبية,350,4000,1400000
أرض,تجاري وسكني, حي عريض ,أربع شوارع,40000,1000,40000000
أرض,تجاري وسكني, حي عريض ,جنوبية,2000,500,1000000
أرض,تجاري وسكني, حي الازدهار ,غربية,771,940,724740
أرض,سكني, حي العارض ,شمالية غربية,1064,5500,5852000
أرض,سكني, الرياض ,جنوبية,375,1546,579750
أرض,سكني, الرياض ,غربية,325,5800,1885000
أرض,سكني, الرياض ,جنوبية,450,3000,1350000
أرض,سكني, الرياض ,جنوبية,450,2889,1300050
أرض,سكني, حي عريض ,جنوبية,486,2889,1404054
أرض,سكني, سدوس ,شرقية,625,2889,1805625
أرض,سكني, الرياض ,جنوبية,450,2000,900000
أرض,سكني, الرياض ,شمالية غربية,460,2000,920000
أرض,سكني, حي العريجاء الوسطى ,شمالية شرقية,400,1750,700000
أرض,سكني, الرياض ,شمالية,759,1750,1328250
أرض,سكني, حي عريض ,جنوبية,360,1450,522000
أرض,سكني, الرياض ,جنوبية,360,1305,469800
أرض,سكني, حي العارض ,جنوبية غربية,775,1305,1011375
أرض,سكني, حي الدار البيضاء ,شرقية,910,1270,1155700
أرض,سكني, حي الدار البيضاء ,شمالية,1050,1450,1522500
أرض,سكني, حي المهدية ,غربية,405,1450,587250
أرض,سكني, الرياض ,جنوبية,750,1450,1087500
أرض,سكني, ضاحية نمار ,جنوبية غربية,537,1400,751800
أرض,سكني, ملهم ,شمالية,312,1400,436800
أرض,سكني, القرينة ,جنوبية,630,920,579600
أرض,سكني, حي الملز ,ثلاث شوارع,1148,920,1056160
أرض,سكني, العيينة ,شرقية,390,2600,1014000
أرض,سكني, العيينة ,جنوبية,375,2600,975000
أرض,سكني, حي عريض ,جنوبية,630,1380,869400
أرض,سكني, حي المهدية ,جنوبية,400,2750,1100000
أرض,سكني, حي النرجس ,جنوبية شرقية,475,4700,2232500
أرض,سكني, حي المهدية ,شمالية,460,2550,1173000
أرض,سكني, حي ضاحية نمار ,شمالية,460,2550,1173000
أرض,سكني, حي العارض ,شمالية غربية,840,2550,2142000
أرض,سكني, حي العوالي ,شرقية,778,2550,1983900
أرض,سكني, حي العوالي ,جنوبية,769,600,461400
أرض,سكني, الرياض ,شمالية شرقية,540,5000,2700000
أرض,سكني, حي نمار ,غربية,314,5000,1570000
أرض,سكني, حي ظهرة لبن ,غربية,314,5000,1570000
أرض,سكني, حي ظهرة لبن ,جنوبية,1200,3000,3600000
أرض,سكني, الرياض ,شمالية,780,1335,1041300
أرض,سكني, حي عريض ,شمالية,780,1335,1041300
أرض,سكني, حي القيروان ,ثلاث شوارع,2100,1335,2803500
أرض,سكني, حي ظهرة لبن ,غربية,900,3200,2880000
أرض,سكني, حي القيروان ,ثلاث شوارع,2100,3200,6720000
أرض,سكني, الرياض ,ثلاث شوارع,2100,3200,6720000
أرض,سكني, حي ظهرة لبن ,غربية,900,3300,2970000
أرض,سكني, حي حطين ,شمالية غربية,1000,3300,3300000
أرض,سكني, حي حطين ,شمالية,910,6500,5915000
أرض,تجاري, حي ظهرة لبن ,شمالية,930,2500,2325000
أرض,تجاري, حي ظهرة لبن ,غربية,900,2222,1999800
أرض,تجاري, حي النرجس ,شمالية,916,3820,3499120
أرض,تجاري, الرياض ,شمالية,375,2300,862500
أرض,تجاري, الرياض ,شمالية غربية,736,2300,1692800
أرض,تجاري, حي الملك فيصل ,شمالية شرقية,900,4500,4050000
أرض,تجاري وسكني, حي الروضة ,غربية,660,4500,2970000
أرض,تجاري وسكني, حي الروضة ,جنوبية,525,1300,682500
أرض,تجاري وسكني, الرياض ,شمالية شرقية,900,1300,1170000
أرض,تجاري وسكني, الرياض ,جنوبية,525,1400,735000
أرض,تجاري وسكني, الرياض ,غربية,750,1400,1050000
أرض,سكني, الرياض ,جنوبية,780,1283,1000740
أرض,سكني, الرياض ,شرقية,430,3300,1419000
أرض,سكني, الرياض ,جنوبية,780,1415,1103700
أرض,سكني, الرياض ,شمالية,780,1283,1000740
أرض,سكني, حي عريض ,ثلاث شوارع,2500,3500,8750000
أرض,سكني, حي عريض ,جنوبية,2500,1280,3200000
