نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
فيلا, الرياض , حي القيروان ,شمالية,4,5,5+,15.0,360.0,0,1,1,1,1,1,0,0,1,1,3800000
فيلا, الدرعية, العيينة ,ثلاث شوارع,7+,1,4,لا يوجد,565.0,1,1,0,1,1,0,0,0,1,0,2000000
فيلا, الرياض , حي الملك فهد ,جنوبية غربية,6,2,5+,20.0,625.0,1,1,1,1,0,0,0,0,0,0,3400000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,4,3,5+,20.0,250.0,1,1,1,0,1,1,0,0,1,0,2350000
فيلا, الرياض , حي المروج ,جنوبية,3,2,4,15.0,300.0,0,1,1,0,0,1,0,0,0,0,2200000
فيلا, الرياض , حي العارض ,جنوبية,4,3,5+,20.0,336.0,0,1,1,0,1,1,1,0,1,1,2750000
فيلا, الرياض , حي الملقا7541 ,شمالية,3,1,3,21.0,252.0,1,1,0,0,0,0,0,0,0,1,3200000
فيلا, الرياض , حي العليا ,غربية,4,1,5+,12.0,210.0,1,1,1,0,0,1,0,0,1,0,2400000
فيلا, الرياض , حي النرجس ,شمالية شرقية,5,4,5+,15.0,344.0,1,1,1,1,1,1,1,0,1,1,4200000
فيلا, الرياض , حي العارض ,جنوبية شرقية,7+,5,5+,15.0,352.0,1,1,1,1,1,1,1,0,1,1,4000000
فيلا, الرياض , حي النرجس ,غربية,4,2,4,20.0,300.0,1,1,1,0,0,1,0,0,1,0,3000000
فيلا, الرياض , حي الملك فهد ,شمالية شرقية,6,2,5+,20.0,420.0,0,1,1,1,1,1,0,0,1,0,2400000
فيلا, الرياض , حي العارض ,جنوبية,5,2,5+,20.0,338.0,1,1,1,1,0,1,0,0,1,1,2800000
فيلا, الرياض , حي النرجس ,غربية,5,3,5+,15.0,325.0,0,1,1,1,0,1,0,0,1,1,3300000
فيلا, الرياض , حي الملقا ,شمالية,6,5,5+,20.0,450.0,1,1,1,1,1,1,0,0,1,1,5500000
فيلا, الرياض , حي النرجس ,غربية,6,3,5+,15.0,360.0,1,1,1,0,1,1,0,0,1,1,3550000
فيلا, الرياض , حي النرجس ,شمالية غربية,4,1,4,15.0,210.0,1,1,1,1,1,1,0,0,1,1,2300000
فيلا, الرياض, الرياض ,شمالية,5,4,5+,10.0,239.0,1,1,1,1,1,1,0,0,1,1,3499000
فيلا, الرياض , حي صلاح الدين ,غربية,5,5,5+,12.0,699.0,0,1,1,1,1,1,1,1,1,1,7500000
فيلا, الرياض , حي النرجس ,شمالية,5,3,5+,25.0,813.0,1,1,1,1,1,1,1,0,1,1,14000000
فيلا, الرياض , حي الملقا ,شرقية,5,2,5+,20.0,375.0,1,1,1,1,0,1,0,0,1,0,3200000
فيلا, الرياض , حي الندى ,غربية,5,3,5+,15.0,300.0,0,1,1,1,0,1,1,1,1,0,3600000
فيلا, الرياض , حي النفل ,شمالية غربية,7+,2,5+,20.0,450.0,1,1,1,1,1,1,0,1,1,0,4000000
فيلا, الرياض , حي النرجس ,جنوبية,6,2,5+,15.0,375.0,1,1,1,1,1,1,1,0,1,1,3650000
فيلا, الرياض , حي النرجس ,جنوبية,5,4,5+,25.0,360.0,1,1,1,1,1,1,0,0,1,1,4200000
فيلا, الدرعية, العيينة ,شرقية,5,4,5+,20.0,250.0,1,1,1,0,0,1,0,0,1,0,1600000
فيلا, الرياض , حي العارض ,جنوبية,3,2,5+,15.0,216.0,1,1,1,0,0,1,0,0,1,1,2100000
فيلا, الرياض , حي العارض ,غربية,7+,3,5+,15.0,360.0,1,1,1,1,1,1,0,0,1,0,2800000
فيلا, الرياض , حي العارض ,جنوبية,5,5,5+,15.0,375.0,1,1,1,1,0,1,0,0,1,0,3000000
فيلا, الرياض , حي الندى ,شمالية شرقية,6,3,5+,12.0,525.0,1,1,1,0,1,1,1,1,1,1,5700000
فيلا, الرياض , حي العليا ,جنوبية غربية,4,1,5+,12.0,252.0,1,1,1,0,0,1,0,0,1,0,2600000
فيلا, الرياض, الرياض ,جنوبية,7+,2,5+,14.0,501.0,1,1,1,1,1,1,0,0,1,0,4300000
فيلا, الرياض , حي الياسمين ,شمالية,5,2,5+,15.0,437.0,1,1,1,1,1,1,1,0,1,1,4200000
فيلا, الرياض , حي النرجس ,شرقية,5,2,5+,15.0,270.0,1,1,1,0,0,1,0,0,1,1,2700000
فيلا, الرياض, الرياض ,جنوبية غربية,4,2,5+,15.0,450.0,1,1,1,1,1,1,1,0,1,1,4000000
فيلا, الرياض , حي الياسمين ,شمالية شرقية,7+,3,5+,15.0,1107.0,1,1,1,1,1,1,0,1,1,1,10300000
فيلا, الرياض , حي التعاون ,جنوبية,5,2,5+,15.0,312.0,1,1,1,1,0,1,0,0,1,0,2700000
فيلا, الرياض , حي العليا ,جنوبية غربية,7+,2,5+,12.0,900.0,1,1,1,1,1,1,0,0,1,0,5000000
فيلا, الرياض , حي المحمدية ,غربية,4,1,5+,20.0,420.0,1,1,1,1,1,1,1,0,1,1,5800000
فيلا, حي النخيل , شارع سعيد السلمي ,شرقية,5,3,5+,15.0,750.0,1,1,1,1,1,1,1,0,1,1,8200000
فيلا, الرياض , حي الملك فهد ,جنوبية غربية,5,3,5+,20.0,960.0,1,1,1,1,1,1,0,0,1,0,6500000
فيلا, الرياض , حي الملقا ,شمالية,6,1,5+,5.0,360.0,0,1,0,0,0,0,0,0,0,0,4700000
فيلا, الرياض , حي النرجس ,شمالية,5,3,5+,20.0,300.0,1,1,1,0,1,1,0,0,1,1,2600000
فيلا, الرياض , حي النرجس ,غربية,5,2,4,25.0,375.0,1,1,1,1,1,1,0,0,1,1,4200000
فيلا, الرياض , حي الياسمين ,شمالية,5,3,5+,15.0,405.0,1,1,1,1,1,0,0,0,1,0,3600000
فيلا, الرياض , حي الياسمين ,جنوبية,6,2,5+,15.0,375.0,1,1,1,1,1,1,0,0,1,1,2850000
فيلا, الرياض , حي الياسمين ,شمالية,7+,2,5+,15.0,375.0,1,1,1,0,1,1,0,0,1,0,3500000
فيلا, الرياض , حي حطين ,جنوبية,7+,5,5+,15.0,450.0,1,1,1,0,1,1,0,1,1,1,5250000
فيلا, الرياض , حي حطين ,جنوبية,5,2,5+,15.0,351.0,1,1,1,0,1,1,0,0,1,1,3750000
فيلا, الرياض , حي حطين ,غربية,5,3,5+,18.0,250.0,1,1,1,0,0,0,0,0,1,1,2500000
فيلا, الرياض , حي النرجس ,شرقية,5,2,4,15.0,360.0,1,1,1,0,1,1,0,0,1,1,3650000
فيلا, الرياض, الرياض ,شمالية,5,2,5+,14.0,420.0,1,1,1,1,0,1,0,0,1,0,3200000
فيلا, الرياض , حي الياسمين ,جنوبية,4,2,5+,20.0,375.0,0,1,1,1,0,1,0,0,1,1,4200000
فيلا, الرياض , حي النرجس ,شمالية,6,3,5+,15.0,390.0,0,1,1,0,1,1,0,0,1,0,3900000
فيلا, الرياض , حي النخيل ,شمالية,6,5,5+,5.0,525.0,1,1,1,0,0,1,1,1,1,0,5000000
فيلا, الرياض , حي التعاون ,شمالية غربية,3,7+,5+,20.0,480.0,1,1,1,1,0,1,0,0,1,1,5800000
فيلا, الرياض , حي التعاون ,غربية,5,2,5+,20.0,200.0,1,1,1,1,0,1,0,0,1,0,2350000
فيلا, الرياض , حي حطين ,غربية,5,4,5+,15.0,505.0,1,1,1,1,1,1,1,1,1,1,8300000
فيلا, الرياض , حي العارض ,جنوبية,5,5,5+,15.0,350.0,1,1,1,1,1,1,0,0,1,0,2600000
فيلا, الرياض , حي العارض ,جنوبية,5,3,5+,15.0,300.0,1,1,1,0,1,1,0,0,1,1,2500000
فيلا, الرياض , حي العارض ,جنوبية,7+,3,5+,20.0,675.0,1,1,1,1,1,1,1,0,1,1,5500000
فيلا, الرياض , حي المصيف ,شرقية,6,2,5+,20.0,820.0,1,1,1,1,1,1,1,0,1,0,5000000
فيلا, الرياض , حي الملقا ,شمالية,6,3,5+,20.0,450.0,1,1,1,1,0,0,0,0,1,1,4800000
فيلا, الرياض , حي النرجس ,جنوبية شرقية,7+,2,5+,15.0,300.0,1,1,1,1,0,1,0,0,1,1,3100000
فيلا, الرياض , حي النرجس ,شمالية غربية,4,2,5+,20.0,247.0,1,1,1,1,0,0,0,0,1,0,2400000
فيلا, الرياض , حي الصحافة ,شرقية,5,1,5+,15.0,600.0,0,1,1,1,1,1,0,0,1,0,4500000
فيلا, الدرعية, العيينة ,غربية,7+,2,5+,15.0,500.0,1,1,1,0,0,1,0,0,1,0,1500000
فيلا, الرياض , حي النرجس ,جنوبية غربية,6,3,5+,15.0,620.0,1,1,1,1,1,1,1,1,1,1,7000000
فيلا, الرياض, الرياض ,جنوبية,7+,2,5+,15.0,300.0,1,1,1,1,1,1,0,0,1,0,2800000
فيلا, الرياض , حي الصحافة ,شمالية,6,2,5+,15.0,375.0,1,1,1,1,1,0,0,0,1,1,4880000
فيلا, الدرعية, العيينة ,شمالية,3,3,3,لا يوجد,193.0,0,1,0,1,0,1,0,0,1,0,950000
فيلا, الرياض , حي الوادي ,غربية,5,3,5+,لا يوجد,375.0,1,1,1,1,0,0,0,0,1,0,2200000
فيلا, الرياض , حي النرجس ,شمالية,5,2,5+,15.0,312.0,1,1,1,0,1,0,0,0,1,0,2550000
فيلا, الرياض , حي النرجس ,شمالية,5,3,5+,17.0,240.0,1,1,1,0,0,1,0,0,1,1,2700000
فيلا, الرياض, حي النخيل ,جنوبية شرقية,7+,2,5+,30.0,1825.0,1,1,1,1,1,1,1,1,1,0,20000000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,4,1,3,لا يوجد,180.0,0,1,0,0,0,0,0,0,1,0,1100000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,3,1,4,40.0,236.0,1,1,0,0,0,0,0,0,0,0,1070000
فيلا, الرياض , حي المونسية ,غربية,4,4,4,لا يوجد,300.0,1,1,0,0,0,0,0,0,0,1,2250000
فيلا, الرياض , حي المونسية ,غربية,4,2,5+,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,1,2200000
فيلا, الرياض , حي القدس ,شمالية,6,2,5+,لا يوجد,900.0,1,1,1,1,1,1,1,0,1,0,4800000
فيلا, الرياض , حي القدس ,شمالية,5,5,5+,لا يوجد,900.0,1,1,0,0,1,1,1,0,1,0,4700000
فيلا, الرياض , حي الخليج ,غربية,5,2,4,لا يوجد,324.0,1,1,1,1,1,1,0,0,1,0,2200000
فيلا, الرياض , حي الرمال ,شمالية,7+,1,5+,لا يوجد,281.0,0,0,0,0,0,0,0,0,0,0,1400000
فيلا, الرياض , حي النسيم الغربي ,شرقية,5,2,3,لا يوجد,312.0,0,1,0,0,0,1,0,0,1,0,1070000
فيلا, الرياض , حي الريان ,جنوبية,7+,2,5+,15.0,360.0,1,1,1,1,1,0,1,0,1,0,4400000
فيلا, الرياض , حي الروضة ,جنوبية,5,2,5+,لا يوجد,900.0,1,0,0,0,0,0,0,0,0,0,5200000
فيلا, الرياض , حي المونسية ,جنوبية,6,2,4,لا يوجد,319.0,1,1,1,1,1,1,0,0,1,1,3150000
فيلا, الرياض , حي الرمال ,جنوبية,7+,3,5+,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,0,2000000
فيلا, الرياض , حي الرمال ,جنوبية,7+,3,5+,لا يوجد,319.0,1,1,1,0,1,1,0,0,1,0,2100000
فيلا, الرياض , حي الحمراء ,جنوبية,5,2,1,لا يوجد,750.0,1,1,1,1,1,1,0,0,1,0,4000000
فيلا, الرياض , حي النسيم الشرقي ,غربية,7+,2,5+,لا يوجد,480.0,0,1,1,0,1,1,0,0,1,0,1200000
فيلا, الرياض , حي الرمال ,شمالية,4,1,5+,لا يوجد,375.0,1,1,1,0,1,0,0,0,1,1,2450000
فيلا, الرياض , حي اشبيلية ,شمالية,6,2,4,لا يوجد,500.0,0,1,0,0,1,1,0,0,0,0,3000000
فيلا, الرياض , حي النهضة ,شمالية,7+,5,5+,لا يوجد,495.0,1,1,0,0,0,1,0,0,0,0,1700000
فيلا, الرياض , حي النهضة ,غربية,5,2,5+,لا يوجد,324.0,1,0,1,0,1,1,0,0,1,0,1900000
فيلا, الرياض , حي القادسية ,جنوبية,6,2,5+,لا يوجد,365.0,1,0,0,0,0,0,0,0,1,0,2300000
فيلا, الرياض , حي اشبيلية ,شرقية,5,1,5+,لا يوجد,388.0,1,1,1,1,0,1,0,0,1,0,2200000
فيلا, الرياض , حي النسيم الشرقي ,غربية,7+,3,5+,لا يوجد,480.0,0,1,0,0,0,0,0,0,0,0,1200000
فيلا, الرياض , حي قرطبة ,شمالية,5,2,5+,لا يوجد,225.0,1,1,1,0,1,1,0,0,1,0,2450000
فيلا, الرياض , حي الرمال ,شمالية شرقية,6,2,5+,لا يوجد,404.0,1,0,0,1,1,1,0,1,1,1,2500000
فيلا, الرياض , حي الحمراء ,جنوبية,7+,4,5+,لا يوجد,580.0,1,1,1,1,1,1,1,0,1,1,5400000
فيلا, الرياض , حي المونسية ,غربية,4,2,4,لا يوجد,300.0,1,1,0,0,1,1,0,0,1,1,2300000
فيلا, الرياض , حي المونسية ,جنوبية غربية,5,2,4,لا يوجد,480.0,1,1,1,0,1,1,1,0,1,1,5000000
فيلا, الرياض , حي النسيم الغربي ,جنوبية,5,2,5+,12.0,250.0,1,1,0,0,1,1,0,0,1,0,1250000
فيلا, الرياض , حي المونسية ,غربية,4,2,4,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,1,2300000
فيلا, الرياض , حي اليرموك ,شرقية,3,2,2,لا يوجد,520.0,0,1,1,0,1,1,0,0,1,0,2400000
فيلا, الرياض , حي الملك فيصل ,شمالية شرقية,7+,1,1,لا يوجد,875.0,1,0,0,0,0,0,0,0,0,0,4500000
فيلا, الرياض , حي الصفا ,شمالية,5,3,5+,لا يوجد,735.0,1,1,1,1,1,1,0,0,1,0,2000000
فيلا, الرياض , حي النظيم ,جنوبية,4,4,3,لا يوجد,500.0,1,1,0,0,1,1,0,0,1,0,1550000
فيلا, الرياض , حي النظيم ,جنوبية,1,1,3,لا يوجد,500.0,0,1,0,0,0,0,0,0,0,0,1550000
فيلا, الرياض , حي الرمال ,غربية,7+,2,5+,20.0,266.0,1,1,1,0,0,1,0,0,1,0,1465000
فيلا, الرياض , حي النسيم الشرقي ,شمالية,7+,2,5+,لا يوجد,483.0,0,1,1,1,1,1,0,0,1,0,1700000
فيلا, الرياض , حي الحمراء ,شرقية,7+,2,5+,لا يوجد,618.0,1,1,1,1,1,1,1,0,1,1,4500000
فيلا, الرياض , حي النهضة ,جنوبية,4,1,2,لا يوجد,400.0,0,1,1,1,0,1,0,0,0,0,1300000
فيلا, الرياض , حي اليرموك ,جنوبية,6,1,3,لا يوجد,400.0,0,0,1,1,0,1,0,0,1,0,2000000
فيلا, الرياض , حي المونسية ,شمالية,6,4,4,لا يوجد,362.0,0,1,1,1,1,1,0,0,1,0,1990000
فيلا, حي قرطبة , شارع جبل مره ,جنوبية,7+,3,5+,لا يوجد,450.0,0,1,1,1,0,1,0,0,1,0,2600000
فيلا, الرياض , حي المونسية ,شمالية,5,2,5+,لا يوجد,400.0,1,1,1,1,0,1,0,0,1,0,2850000
فيلا, الرياض , حي اشبيلية ,شرقية,5,2,5+,لا يوجد,430.0,1,1,1,1,1,1,0,0,1,0,2100000
فيلا, الرياض , حي القدس ,شمالية,4,2,5+,لا يوجد,450.0,1,1,1,1,0,1,0,1,1,0,3000000
فيلا, الرياض , حي المونسية ,شرقية,5,3,4,لا يوجد,308.0,1,0,1,0,1,1,0,0,1,1,2650000
فيلا, الرياض , حي البيان ,جنوبية,1,2,5+,لا يوجد,359.0,1,1,0,0,1,1,0,0,1,0,1650000
فيلا, الرياض , حي الرمال ,غربية,6,1,5+,لا يوجد,280.0,1,0,1,0,0,0,0,0,0,0,1550000
فيلا, الرياض , حي الرمال ,شرقية,5,4,5+,لا يوجد,430.0,0,1,0,0,1,1,0,0,1,0,2500000
فيلا, الرياض , حي اليرموك ,شرقية,7+,1,5+,لا يوجد,288.0,1,1,1,0,1,1,0,0,1,0,1800000
فيلا, الرياض , حي السعادة ,جنوبية,6,2,5+,لا يوجد,200.0,1,1,0,0,0,1,0,0,1,1,1680000
فيلا, الرياض , حي المونسية ,شمالية,7+,4,5+,لا يوجد,312.0,1,1,1,0,1,1,0,0,1,1,2490000
فيلا, الرياض , حي الاندلس ,شرقية,5,2,5+,لا يوجد,437.0,1,1,1,1,0,1,0,0,1,0,3500000
فيلا, الرياض , حي اليرموك ,جنوبية شرقية,7+,3,5+,لا يوجد,336.0,1,1,1,1,1,1,0,0,1,0,2200000
فيلا, الرياض , حي اليرموك ,شمالية,5,2,5+,لا يوجد,312.0,1,1,1,1,1,1,0,0,1,1,2450000
فيلا, الرياض , حي اليرموك ,جنوبية,4,2,4,لا يوجد,250.0,1,0,0,0,1,1,0,0,1,0,2000000
فيلا, الرياض , حي القدس ,غربية,4,2,4,15.0,149.0,1,1,0,0,0,1,0,0,1,1,1750000
فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,لا يوجد,300.0,1,1,1,1,1,1,0,0,1,1,1850000
فيلا, الرياض , حي الاندلس ,جنوبية غربية,4,2,5+,لا يوجد,280.0,1,1,1,0,1,1,0,0,1,1,2100000
فيلا, الرياض , حي اليرموك ,جنوبية,5,2,5+,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,0,2000000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,6,3,5+,لا يوجد,250.0,1,1,0,0,1,1,0,0,1,0,1470000
فيلا, الرياض , حي اليرموك ,جنوبية,4,1,4,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, الرياض , حي النسيم الغربي ,شرقية,7+,3,4,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,0,1400000
فيلا, الرياض , ,جنوبية,5,2,5+,لا يوجد,250.0,0,1,1,0,1,1,0,0,1,0,1470000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,5,3,5+,لا يوجد,250.0,1,1,0,0,1,1,0,0,1,0,1470000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,5,2,5+,لا يوجد,250.0,1,1,1,0,0,1,0,0,1,0,2050000
فيلا, الرياض , حي النسيم الغربي ,شمالية,5,3,5+,لا يوجد,437.0,1,1,0,0,0,1,0,0,1,1,1750000
فيلا, الرياض , حي السعادة ,شرقية,7+,5,5+,21.0,325.0,1,1,1,0,1,1,0,0,1,0,1700000
فيلا, الرياض , حي النسيم الغربي ,غربية,7+,5,5+,12.0,458.0,0,1,0,0,1,1,0,0,0,0,1100000
فيلا, الرياض , حي البيان ,شمالية شرقية,7+,2,5+,لا يوجد,360.0,1,1,0,0,1,0,0,0,0,0,1900000
فيلا, الرياض , حي المونسية ,شرقية,5,2,5+,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,1,1850000
فيلا, الرياض , حي الجنادرية ,شمالية,4,1,4,لا يوجد,375.0,0,1,0,0,0,1,0,0,1,0,1200000
فيلا, الرياض , حي الروضة ,شرقية,1,1,5+,لا يوجد,335.0,0,1,1,1,0,0,0,0,0,0,2000000
فيلا, الرياض , حي المونسية ,غربية,5,2,5+,لا يوجد,250.0,1,0,1,0,0,1,0,0,0,0,1850000
فيلا, الرياض , حي القادسية ,شمالية,4,2,5+,لا يوجد,270.0,1,1,1,0,1,1,0,0,1,1,1550000
فيلا, الرياض , حي قرطبة ,غربية,7+,4,5+,لا يوجد,2500.0,1,1,1,1,1,1,0,0,1,0,16700000
فيلا, الرياض , حي اشبيلية ,شرقية,7+,2,5+,لا يوجد,900.0,1,0,0,0,0,0,0,0,0,0,3000000
فيلا, الرياض , حي القادسية ,جنوبية شرقية,1,1,5+,لا يوجد,337.0,1,1,1,0,0,0,0,0,1,1,1950000
فيلا, الرياض , حي المونسية ,غربية,5,2,4,لا يوجد,250.0,1,0,1,0,0,0,0,0,0,0,2100000
فيلا, الرياض , حي الحمراء ,غربية,7+,3,5+,لا يوجد,1180.0,1,1,1,1,1,1,0,1,0,1,6500000
فيلا, الرياض , حي الخليج ,جنوبية غربية,7+,1,5+,لا يوجد,246.0,1,1,1,0,1,1,0,0,1,1,2300000
فيلا, الرياض , حي الصفا ,غربية,7+,4,5+,لا يوجد,750.0,0,1,0,0,0,1,0,0,0,0,2700000
فيلا, الرياض , حي الرمال ,شمالية,4,2,4,لا يوجد,281.0,1,0,1,0,1,1,0,0,1,0,1400000
فيلا, الرياض , حي قرطبة ,جنوبية,3,1,5+,لا يوجد,220.0,1,1,1,1,0,1,0,0,1,0,2200000
فيلا, الرياض , حي الاندلس ,شمالية,5,1,5+,لا يوجد,240.0,1,1,1,0,0,0,0,0,1,1,2000000
فيلا, الرياض , حي السعادة ,غربية,5,1,3,5.0,300.0,0,1,0,0,0,1,0,0,1,0,1600000
فيلا, الرياض , حي النسيم الغربي ,شمالية,4,2,4,لا يوجد,312.0,1,1,0,0,1,1,0,0,1,1,1500000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,4,2,4,لا يوجد,390.0,1,1,1,0,1,1,0,0,1,0,1900000
فيلا, الرياض , حي النظيم ,شرقية,3,1,3,لا يوجد,375.0,0,1,1,0,1,0,0,0,0,0,1070000
فيلا, الرياض , حي المونسية ,جنوبية,6,4,5+,لا يوجد,262.0,1,1,1,1,0,1,0,0,1,0,2000000
فيلا, الرياض , حي اشبيلية ,غربية,5,3,5+,لا يوجد,300.0,0,0,0,0,1,1,0,0,1,1,1300000
فيلا, الرياض , حي الجنادرية ,شمالية,4,2,4,لا يوجد,360.0,1,1,1,1,0,0,0,0,1,0,1500000
فيلا, الرياض , حي الروضة ,شرقية,5,2,5+,5.0,335.0,1,1,1,1,1,0,0,0,1,0,2000000
فيلا, الرياض , حي الازدهار ,غربية,4,4,5+,لا يوجد,200.0,1,0,1,0,0,1,0,0,1,1,2400000
فيلا, الرياض , حي النهضة ,غربية,5,1,4,لا يوجد,417.0,0,1,0,1,1,1,0,0,1,0,2500000
فيلا, الرياض , حي النسيم الغربي ,غربية,5,2,5+,لا يوجد,625.0,0,1,1,1,1,1,0,0,1,0,1200000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,5,3,5+,لا يوجد,630.0,1,1,1,1,1,1,1,0,1,0,4300000
فيلا, امارة منطقة الرياض, الرياض ,غربية,6,2,5+,لا يوجد,305.0,1,0,1,0,1,0,0,0,1,1,1650000
فيلا, الرياض , حي اليرموك ,شمالية,4,2,4,لا يوجد,250.0,1,1,1,0,1,1,0,0,1,1,1900000
فيلا, الرياض , حي الخليج ,جنوبية,6,4,3,لا يوجد,350.0,0,0,0,0,0,0,0,0,0,0,1880000
فيلا, الرياض , حي الحمراء ,غربية,7+,2,5+,لا يوجد,2500.0,1,1,1,1,1,1,0,0,1,0,16700000
