نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
فيلا, الرياض , حي غرناطة ,شمالية غربية,5,2,5+,لا يوجد,840.0,0,1,0,0,0,0,0,0,1,0,4000000
فيلا, الرياض , حي الحمراء ,جنوبية,5,2,5+,لا يوجد,618.0,1,1,1,1,1,1,0,0,1,1,6000000
فيلا, الرياض , حي المونسية ,شمالية,4,2,5+,20.0,200.0,1,1,1,0,1,1,0,0,1,0,1200000
فيلا, الرياض , حي القدس ,شمالية,5,3,5+,15.0,900.0,0,1,1,1,1,1,1,0,1,0,5000000
فيلا, الرياض, الرياض ,غربية,7+,3,4,15.0,375.0,1,1,0,0,1,1,0,0,1,0,1500000
فيلا, الرياض , حي الخليج ,شرقية,5,2,5+,20.0,325.0,1,1,0,0,1,0,0,0,1,0,2000000
فيلا, الرياض , حي الاندلس ,شمالية,6,4,5+,12.0,750.0,1,1,1,1,1,1,0,0,1,0,3300000
فيلا, الرياض , حي الاندلس ,شمالية,6,1,3,15.0,400.0,0,1,0,1,1,1,0,0,1,0,2650000
فيلا, الرياض , حي الروضة ,غربية,6,1,5+,20.0,637.0,0,1,1,1,1,1,0,0,1,0,2550000
فيلا, الرياض , حي النهضة ,شمالية,4,2,5+,15.0,375.0,1,1,1,0,1,1,0,0,1,1,2650000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,3,1,5+,10.0,484.0,0,1,0,0,0,0,0,0,0,0,1670000
فيلا, الرياض , حي اشبيلية ,شرقية,5,3,5+,20.0,432.0,0,1,1,1,0,1,0,0,1,0,2300000
فيلا, امارة منطقة الرياض, حي القادسية ,شرقية,5,1,4,15.0,375.0,0,1,0,0,1,1,0,0,1,0,2400000
فيلا, الرياض , حي النسيم الغربي ,غربية,7+,2,2,10.0,500.0,0,1,0,0,0,0,0,0,1,0,1250000
فيلا, الرياض , حي المعيزلة ,غربية,4,2,4,20.0,600.0,1,1,1,0,1,1,0,0,1,0,3000000
فيلا, الرياض , حي الحمراء ,غربية,7+,2,5+,25.0,618.0,1,1,0,1,1,1,0,0,1,1,6000000
فيلا, الرياض , حي الرمال ,شرقية,6,1,5+,20.0,495.0,1,1,0,0,1,1,0,0,1,0,2500000
فيلا, الرياض , حي الحمراء ,شرقية,7+,3,5+,25.0,1237.0,1,1,1,0,1,1,0,0,1,0,6500000
فيلا, الرياض , حي الرمال ,شمالية,4,2,4,15.0,337.0,1,1,1,1,1,1,0,0,1,0,2100000
فيلا, الرياض , حي القدس ,غربية,7+,3,5+,15.0,900.0,1,1,0,1,1,0,0,0,1,0,4500000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,7+,4,5+,15.0,288.0,1,1,1,0,1,1,0,0,1,1,1770000
فيلا, الرياض , حي الرمال ,جنوبية,4,2,5+,15.0,312.0,1,1,0,0,1,1,0,0,0,0,2000000
فيلا, الرياض , حي الرمال ,غربية,7+,3,5+,18.0,300.0,1,1,1,0,0,1,0,0,1,0,1500000
فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,20.0,315.0,1,1,1,0,0,1,0,0,1,1,1600000
فيلا, الرياض , حي الرمال ,غربية,7+,3,5+,18.0,300.0,1,1,1,0,1,1,0,0,1,0,1600000
فيلا, الرياض , حي قرطبة ,شرقية,7+,2,5+,20.0,375.0,1,1,1,0,0,0,0,0,0,0,4000000
فيلا, الرياض , حي الرمال ,شرقية,4,2,5+,15.0,375.0,1,1,0,0,1,1,0,0,1,0,2450000
فيلا, الرياض , حي المونسية ,غربية,4,2,4,20.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, الرياض , حي الرمال ,شمالية شرقية,7+,2,3,15.0,288.0,1,1,0,0,0,1,0,0,1,1,1770000
فيلا, الرياض , حي الفيحاء ,غربية,7+,1,5+,15.0,750.0,1,1,1,0,1,1,0,0,1,0,2100000
فيلا, الرياض , حي السعادة ,غربية,5,2,5+,15.0,312.0,1,1,0,0,1,1,0,0,1,1,1550000
فيلا, الرياض , حي الفيحاء ,شرقية,7+,2,5+,15.0,250.0,1,1,1,0,1,1,0,0,1,0,1150000
فيلا, الرياض , حي مطار الملك خالد الدولي ,شرقية,3,1,3,21.0,330.0,1,1,0,0,0,0,0,0,0,0,1650000
فيلا, الرياض , حي النهضة ,غربية,7+,4,5+,20.0,375.0,1,1,1,1,1,1,0,0,1,1,2200000
فيلا, الرياض , حي الملز ,شمالية شرقية,7+,5,5+,10.0,750.0,0,1,0,1,0,0,0,0,0,0,2100000
فيلا, امارة منطقة الرياض, الرياض ,غربية,6,3,4,15.0,300.0,1,1,1,1,0,1,0,0,1,0,1150000
فيلا, الرياض , ,شمالية,5,2,4,18.0,300.0,0,1,0,0,0,1,0,0,1,0,900000
فيلا, الرياض , حي القدس ,شمالية,6,2,5+,15.0,270.0,1,0,0,0,0,1,0,0,1,0,2800000
فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,20.0,281.0,1,1,1,1,1,1,0,0,1,0,1400000
فيلا, الرياض , حي اليرموك ,جنوبية,4,2,5+,15.0,200.0,0,1,0,0,0,0,0,0,0,0,1800000
فيلا, الرياض , حي اليرموك ,جنوبية,5,2,5+,20.0,250.0,1,1,1,0,0,1,0,0,1,0,2200000
فيلا, الرياض , حي المعيزلة ,شمالية,5,2,5+,15.0,595.0,1,1,1,1,1,1,0,0,1,0,2500000
فيلا, الرياض , حي المونسية ,جنوبية,4,2,5+,20.0,312.0,1,1,1,0,1,0,0,0,1,1,2200000
فيلا, الرياض , حي قرطبة ,شمالية,5,1,5+,30.0,1080.0,0,1,1,1,1,1,1,0,1,1,9500000
فيلا, الرياض , حي السعادة ,شمالية غربية,4,2,5+,15.0,250.0,1,1,1,0,1,0,0,0,1,0,1600000
فيلا, الرياض , حي المونسية ,شرقية,5,3,5+,20.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, الرياض , حي النهضة ,جنوبية,4,3,4,20.0,375.0,1,1,1,0,0,0,0,0,1,1,2150000
فيلا, الرياض , حي الرمال ,جنوبية,5,3,5+,5.0,360.0,1,1,1,0,1,1,0,0,1,1,2350000
فيلا, الرياض , حي السلام ,غربية,7+,1,5+,15.0,500.0,0,1,1,1,1,1,0,0,1,0,1800000
فيلا, الرياض , حي القادسية ,شمالية شرقية,7+,5,5+,15.0,850.0,1,1,1,1,1,1,1,0,1,1,6500000
فيلا, الرياض , حي المونسية ,شرقية,7+,3,5+,20.0,308.0,1,1,1,0,1,1,0,0,1,1,2600000
فيلا, الرياض , حي الحمراء ,جنوبية,7+,2,5+,20.0,750.0,1,1,1,1,1,1,0,0,1,0,4500000
فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15.0,250.0,1,1,1,0,1,1,0,0,1,0,1800000
فيلا, الرياض, الرياض ,جنوبية,6,2,5+,18.0,520.0,1,1,1,0,1,1,0,0,1,1,2400000
فيلا, الرياض , حي الحمراء ,غربية,6,4,5+,18.0,1237.0,0,1,1,1,1,1,1,0,1,1,8900000
فيلا, الرياض , حي اشبيلية ,جنوبية شرقية,6,3,5+,15.0,585.0,1,1,1,1,0,1,0,0,1,0,2800000
فيلا, الرياض , حي الروضة ,جنوبية غربية,7+,2,5+,12.0,315.0,0,1,0,0,0,1,0,0,1,0,1800000
فيلا, الرياض , حي السعادة ,جنوبية غربية,5,1,3,15.0,361.0,0,1,0,0,1,1,0,0,1,0,1760000
فيلا, الرياض , حي الملز ,غربية,7+,5,5+,15.0,625.0,0,1,1,1,1,1,0,0,1,0,4000000
فيلا, الرياض , حي الرمال ,غربية,5,2,5+,15.0,250.0,1,1,1,0,1,0,0,0,1,0,1300000
فيلا, امارة منطقة الرياض, حي الرمال ,جنوبية,5,2,5+,18.0,300.0,0,1,1,0,0,1,0,0,0,0,1650000
فيلا, امارة منطقة الرياض, الرياض ,غربية,5,1,5+,18.0,250.0,1,1,1,0,0,0,0,0,0,0,1450000
فيلا, الرياض , حي المونسية ,شمالية غربية,5,2,5+,15.0,440.0,1,1,1,0,0,0,0,0,0,0,3250000
فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15.0,250.0,1,1,1,0,0,0,0,0,1,0,1900000
فيلا, الرياض , حي البيان ,شرقية,7+,3,5+,25.0,336.0,1,1,1,0,0,1,0,0,1,0,1800000
فيلا, الرياض, الرياض ,شرقية,5,2,3,20.0,376.0,1,1,0,1,0,1,0,0,1,1,2760000
فيلا, الرياض, الرياض ,شمالية غربية,5,2,5+,20.0,250.0,1,1,1,0,1,0,0,0,1,0,1600000
فيلا, الرياض, الرياض ,جنوبية,5,2,5+,20.0,300.0,1,1,1,0,1,0,0,0,1,0,1650000
فيلا, الرياض, الرياض ,جنوبية,5,2,5+,15.0,300.0,1,1,1,0,1,0,0,0,1,0,1400000
فيلا, الرياض, الرياض ,غربية,7+,2,5+,18.0,325.0,1,1,1,0,1,1,0,0,1,0,1650000
فيلا, الرياض, الرياض ,جنوبية غربية,5,2,5+,20.0,264.0,1,1,1,0,1,0,0,0,1,0,2150000
فيلا, الرياض, الرياض ,جنوبية,5,2,5+,20.0,300.0,1,1,1,0,1,0,0,0,1,0,1900000
فيلا, الرياض, الرياض ,غربية,5,2,5+,15.0,375.0,1,1,1,0,1,0,0,0,1,0,2300000
فيلا, الرياض , حي المونسية ,جنوبية,5,3,5+,18.0,250.0,1,1,1,1,1,1,0,0,1,1,1950000
فيلا, الرياض , حي المونسية ,غربية,5,2,5+,18.0,250.0,1,1,1,0,1,0,0,0,1,0,1950000
فيلا, الرياض , حي الشهداء ,شرقية,7+,1,5+,15.0,297.0,1,1,1,1,0,1,0,0,1,0,1750000
فيلا, الرياض , حي المونسية ,شمالية,5,2,5+,15.0,250.0,1,1,1,0,1,0,0,0,1,0,2000000
فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15.0,250.0,1,1,1,0,0,0,0,0,0,0,2000000
فيلا, الرياض , حي اليرموك ,شمالية,6,2,5+,15.0,312.0,1,1,1,0,1,1,0,0,1,0,2500000
فيلا, الرياض , حي الجنادرية ,غربية,7+,4,5+,20.0,360.0,1,1,0,0,1,1,0,0,1,1,1600000
فيلا, الرياض , حي الرمال ,شمالية,7+,3,5+,20.0,950.0,1,1,1,0,1,1,0,0,1,1,4400000
فيلا, الرياض , حي الروابي ,جنوبية,7+,2,5+,20.0,462.0,1,1,1,1,1,1,0,0,1,0,3000000
فيلا, الرياض , حي النهضة ,غربية,5,3,5+,15.0,275.0,1,1,1,0,0,1,0,0,1,0,1770000
فيلا, الرياض , حي الحمراء ,شمالية,6,2,5+,20.0,465.0,0,1,1,1,1,1,0,0,1,0,3500000
فيلا, الرياض , حي اشبيلية ,جنوبية غربية,6,2,5+,25.0,325.0,1,1,1,1,1,1,0,0,1,0,2850000
فيلا, الرياض, الرياض ,شمالية,7+,2,5+,18.0,300.0,1,1,1,0,1,1,0,0,1,0,1650000
فيلا, الرياض , حي الازدهار ,شمالية,4,1,5+,15.0,300.0,1,1,1,1,0,1,0,0,1,0,2500000
فيلا, الرياض , حي قرطبة ,شمالية,7+,3,5+,15.0,350.0,0,1,1,1,1,1,0,0,1,0,3100000
فيلا, الرياض , حي السلام ,شرقية,7+,2,5+,20.0,500.0,0,1,1,0,0,1,0,0,1,0,1850000
فيلا, الرياض , حي النظيم ,شمالية,5,1,4,15.0,313.0,0,1,1,1,0,1,0,0,1,0,1450000
فيلا, الرياض , حي الرمال ,جنوبية,7+,2,5+,15.0,312.0,1,1,1,0,1,1,0,0,1,0,1600000
فيلا, الرياض , حي الرمال ,شرقية,4,1,2,15.0,500.0,0,1,0,0,0,1,0,0,1,0,1900000
فيلا, الرياض , حي الحمراء ,غربية,7+,3,5+,25.0,618.0,1,1,1,1,1,1,1,0,1,1,5500000
فيلا, الرياض , حي البيان ,شرقية,4,2,5+,15.0,435.0,1,1,1,1,0,1,1,0,1,0,1600000
فيلا, الرياض , حي الاندلس ,شمالية,5,5,5+,15.0,750.0,1,1,1,1,1,1,1,0,1,0,3300000
فيلا, الرياض , حي النهضة ,جنوبية,5,1,5+,لا يوجد,360.0,1,1,1,0,1,1,0,0,1,0,1950000
فيلا, الرياض , حي الشهداء ,شرقية,7+,4,5+,لا يوجد,900.0,0,1,0,0,0,0,0,0,0,0,4000000
فيلا, الرياض , حي غرناطة ,شرقية,7+,2,3,لا يوجد,900.0,0,0,0,0,0,0,0,0,0,0,4000000
فيلا, الرياض , حي اشبيلية ,شرقية,4,3,5+,لا يوجد,900.0,1,1,0,0,0,1,0,0,1,0,2550000
فيلا, الرياض , حي اليرموك ,شرقية,5,1,4,لا يوجد,900.0,1,0,1,1,0,1,0,0,1,0,2500000
فيلا, الرياض , حي غرناطة ,شرقية,4,4,5+,لا يوجد,900.0,0,1,0,1,0,0,0,0,0,0,4500000
فيلا, الرياض , حي المنار ,شمالية,7+,1,5+,15.0,313.0,1,1,1,0,1,1,0,0,1,0,2300000
فيلا, الرياض , حي النسيم الغربي ,غربية,7+,3,5+,15.0,500.0,0,1,0,0,1,1,0,0,0,0,1500000
فيلا, الرياض , حي القادسية ,غربية,7+,3,5+,20.0,280.0,0,1,0,0,0,1,0,0,0,0,1450000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,7+,3,5+,لا يوجد,312.0,1,1,1,0,0,1,0,0,1,1,1000230
فيلا, الرياض , حي ظهرة لبن ,جنوبية شرقية,5,2,5+,لا يوجد,450.0,1,1,1,0,1,1,0,0,1,0,3000000
فيلا, الرياض , حي ظهرة لبن ,شمالية,5,2,5+,لا يوجد,395.0,0,0,0,0,0,0,0,0,0,0,1240000
فيلا, الرياض , حي ظهرة لبن ,غربية,5,3,5+,لا يوجد,450.0,1,1,1,0,0,1,0,0,1,0,2190000
فيلا, الرياض , حي ظهرة لبن ,غربية,5,3,5+,لا يوجد,450.0,0,1,1,1,0,1,0,0,1,0,2190000
فيلا, الرياض , حي المهدية ,جنوبية,4,4,4,لا يوجد,704.0,1,1,1,0,1,1,0,0,0,0,2300000
فيلا, الرياض , حي المهدية ,غربية,6,2,4,لا يوجد,704.0,1,1,0,0,0,1,0,0,1,0,2300000
فيلا, الرياض , حي ظهرة لبن ,شمالية,4,2,4,لا يوجد,450.0,1,1,1,0,1,1,0,0,1,0,2300000
فيلا, الرياض , حي ظهرة لبن ,شمالية,5,2,5+,لا يوجد,274.0,1,0,0,0,0,0,0,0,0,0,1100000
فيلا, الرياض , حي ظهرة لبن ,غربية,5,3,5+,لا يوجد,493.0,1,0,0,0,0,0,0,0,0,0,2500000
فيلا, الرياض , حي العريجاء الغربي ,غربية,5,3,5+,لا يوجد,200.0,1,0,0,0,1,1,0,0,1,0,1050000
فيلا, الرياض , حي ظهرة لبن ,شمالية,6,1,3,لا يوجد,450.0,0,0,0,0,0,0,0,0,0,0,1850000
فيلا, الرياض , حي ظهرة لبن ,شمالية,7+,3,5+,لا يوجد,450.0,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,2,2,4,لا يوجد,375.0,0,1,0,0,0,1,0,0,1,0,1100000
فيلا, الرياض , حي طويق ,جنوبية غربية,7+,5,5+,لا يوجد,225.0,1,1,1,1,1,1,0,0,1,0,1350000
فيلا, الرياض , حي طويق ,غربية,5,5,5+,لا يوجد,225.0,1,1,1,1,1,1,0,0,1,0,1250000
فيلا, الرياض , حي ظهرة لبن ,شمالية,5,3,5+,لا يوجد,200.0,1,0,0,0,0,0,0,0,0,0,1200000
فيلا, الرياض , حي ظهرة لبن ,شمالية,7+,3,5+,لا يوجد,200.0,1,0,1,0,0,0,0,0,0,1,1200000
فيلا, الرياض , حي ظهرة البديعة ,غربية,7+,2,5+,لا يوجد,250.0,0,0,1,0,1,1,0,0,1,0,1250000
فيلا, الرياض , حي طويق ,جنوبية,5,5,5+,لا يوجد,300.0,1,1,1,1,1,1,0,0,1,1,1450000
فيلا, الرياض , حي ظهرة لبن ,جنوبية غربية,5,3,5+,لا يوجد,280.0,0,1,0,0,0,0,0,0,0,0,1150000
فيلا, الرياض , حي طويق ,غربية,7+,1,5+,15.0,360.0,1,1,1,0,1,1,0,0,1,0,1400000
فيلا, الرياض , حي نمار ,غربية,7+,2,5+,لا يوجد,319.0,1,1,1,0,1,1,0,0,1,0,1200000
فيلا, الرياض , حي الحزم ,غربية,7+,2,5+,لا يوجد,300.0,1,0,1,0,1,1,0,0,1,0,1200000
فيلا, الرياض , حي الحزم ,غربية,7+,2,5+,لا يوجد,312.0,1,1,1,0,1,1,0,0,1,0,1300000
فيلا, الرياض , حي الحزم ,غربية,7+,2,5+,لا يوجد,300.0,1,1,1,0,1,1,0,0,1,0,1250000
فيلا, الرياض , حي الحزم ,غربية,7+,2,5+,لا يوجد,300.0,1,1,0,0,1,1,0,0,1,0,1250000
فيلا, الرياض , حي طويق ,جنوبية,5,3,5+,لا يوجد,300.0,1,1,1,0,1,0,0,0,1,0,1500000
فيلا, الرياض , حي طويق ,جنوبية,6,2,5+,لا يوجد,300.0,1,1,0,0,0,1,0,0,1,0,1500000
فيلا, الرياض , حي طويق ,غربية,5,2,5+,لا يوجد,300.0,1,1,0,0,0,1,0,0,1,0,1550000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,7+,5,5+,لا يوجد,469.0,1,1,1,0,1,1,0,0,1,1,1700000
فيلا, الرياض , حي ظهرة لبن ,جنوبية,7+,3,5+,لا يوجد,450.0,1,1,1,1,1,1,0,0,1,0,2000000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,7+,4,5+,لا يوجد,469.0,1,1,1,1,1,1,0,0,1,1,1700000
فيلا, الرياض , حي طويق ,غربية,7+,2,5+,لا يوجد,375.0,1,1,1,1,1,1,0,0,1,0,1430000
فيلا, الرياض , حي المهدية ,غربية,7+,4,5+,لا يوجد,447.0,0,1,1,0,1,1,0,0,1,0,4200000
فيلا, الرياض , حي المهدية ,جنوبية,4,5,5+,لا يوجد,469.0,1,1,1,0,1,1,0,0,1,1,1450000
فيلا, الرياض , حي ظهرة لبن ,جنوبية شرقية,5,3,5+,لا يوجد,290.0,1,1,0,0,0,0,0,0,0,0,900000
فيلا, الرياض , حي ظهرة لبن ,جنوبية,5,1,5+,لا يوجد,375.0,1,1,1,0,1,1,0,0,1,1,2000000
فيلا, الرياض , حي طويق ,شمالية شرقية,5,2,5+,لا يوجد,200.0,1,1,1,0,1,1,0,0,1,0,1100000
فيلا, الرياض , حي طويق ,شرقية,6,2,5+,لا يوجد,450.0,1,1,1,0,1,1,0,0,1,1,3400000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,7+,5,5+,لا يوجد,469.0,1,1,1,0,1,1,0,0,1,1,1600000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,7+,5,5+,لا يوجد,469.0,1,1,1,0,1,1,0,0,1,1,1830000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,6,5,5+,لا يوجد,469.0,1,1,1,0,1,1,0,0,1,1,1830000
فيلا, الرياض , حي طويق ,شمالية,6,1,3,لا يوجد,480.0,0,1,0,0,1,1,0,0,1,0,1900000
فيلا, الرياض , حي الزهرة ,جنوبية,5,2,5+,لا يوجد,500.0,0,1,1,0,1,1,0,0,1,0,880000
فيلا, الرياض , حي هجرة لبن ,جنوبية شرقية,7+,4,5+,لا يوجد,500.0,1,1,1,1,1,1,0,0,1,0,3700000
فيلا, الرياض , حي الحزم ,شمالية,6,3,5+,لا يوجد,252.0,1,1,1,0,0,1,0,0,1,1,1280000
فيلا, الرياض , حي ظهرة البديعة ,شرقية,5,2,5+,لا يوجد,312.0,1,1,1,0,1,1,0,0,1,0,1900000
فيلا, الرياض , حي طويق ,غربية,7+,4,5+,لا يوجد,400.0,0,1,0,0,1,0,0,0,0,0,980000
فيلا, الرياض , حي الرفيعة ,شرقية,7+,2,5+,10.0,550.0,1,1,1,0,0,1,0,1,1,0,4000000
فيلا, الرياض , حي الحزم ,جنوبية,4,2,5+,15.0,312.0,1,1,1,0,1,0,0,0,1,0,1500000
فيلا, الرياض , حي الحزم ,شرقية,5,3,5+,30.0,200.0,1,1,1,0,1,1,0,0,1,0,1080000
فيلا, الرياض , حي العريجاء الغربي ,شمالية,7+,3,5+,12.0,312.0,0,1,1,1,1,1,0,0,1,1,1800000
فيلا, الرياض , حي الحزم ,جنوبية شرقية,5,2,4,12.0,312.0,1,1,1,0,0,1,0,0,1,0,1410000
فيلا, الرياض , حي العوالي ,غربية,3,1,3,18.0,275.0,0,1,0,0,0,0,0,0,0,0,1250000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,7+,1,4,5.0,312.0,1,1,0,0,1,1,0,0,1,0,1600000
فيلا, الرياض , حي ظهرة لبن ,جنوبية غربية,2,2,4,26.0,240.0,0,1,1,0,1,0,0,0,0,0,950000
فيلا, الرياض , حي طويق ,شمالية شرقية,5,2,5+,15.0,905.0,0,1,1,1,1,1,0,0,1,0,1900000
فيلا, الرياض , حي شبرا ,شمالية,4,2,4,10.0,500.0,0,1,0,1,1,1,0,0,1,0,1150000
فيلا, الرياض , حي طويق ,غربية,4,2,5+,20.0,312.0,1,1,1,0,1,1,0,0,1,0,1450000
فيلا, الرياض , حي المهدية ,جنوبية,5,3,5+,15.0,245.0,0,1,1,0,0,0,0,0,0,1,1900000
فيلا, الرياض , حي طويق ,شمالية,7+,2,5+,20.0,200.0,1,1,0,0,1,1,0,0,0,0,1050000
فيلا, الرياض , حي لبن ,شمالية,3,1,3,5.0,225.0,0,1,0,0,0,0,0,0,0,0,1750000
فيلا, الرياض , حي المهدية ,شرقية,6,2,5+,25.0,225.0,1,1,1,1,1,1,0,0,1,0,1500000
فيلا, الرياض , حي المهدية ,غربية,7+,1,4,20.0,836.0,1,1,0,0,1,1,0,1,1,1,3500000
فيلا, الرياض , حي ظهرة لبن ,جنوبية,4,3,5+,20.0,400.0,1,1,0,0,0,1,0,0,1,1,1150000
فيلا, الرياض , حي الزهرة ,شمالية,7+,4,4,25.0,1125.0,1,1,1,0,1,1,0,0,1,0,2000000
فيلا, الرياض , حي طويق ,شرقية,3,1,3,16.0,200.0,0,1,0,0,0,0,0,0,0,0,1000000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,5,3,5+,5.0,200.0,1,1,0,0,0,1,0,0,1,0,1450000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,5,2,5+,15.0,437.0,1,1,0,1,1,1,0,0,1,0,1350000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,5,3,5+,20.0,200.0,1,1,0,0,0,1,0,0,1,0,1450000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية غربية,5,3,5+,20.0,200.0,1,1,1,0,0,0,0,0,1,0,1600000
فيلا, الرياض , حي الزهرة ,شمالية غربية,7+,2,5+,30.0,760.0,1,1,1,1,0,1,0,0,1,0,2000000
فيلا, الرياض , حي طويق ,شمالية غربية,5,3,5+,25.0,250.0,1,1,0,0,0,0,0,0,1,1,1350000
