نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,المساحة,مطبخ,مدخل سيارة,مصعد,الدور,عمر العقار,مؤثثة,السعر الاجمالي
شقة, الرياض , حي القيروان ,شمالية,3,2,3,141,1,0,1,3,0,0,949000
شقة, امارة منطقة الرياض, الرياض ,شرقية,4,1,5+,181,0,0,1,علوي,0,0,1300000
شقة, الرياض , حي النرجس ,جنوبية,3,1,3,134,0,0,1,علوي,0,0,890000
شقة, الرياض , حي النزهة ,جنوبية شرقية,3,1,3,203,1,0,0,,8,0,1500000
شقة, الرياض , حي العقيق ,شمالية,4,1,3,220,1,1,1,3,0,0,800000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,150,0,0,0,أرضي,0,0,1150000
شقة, منطقة الرياض, الرياض ,جنوبية,3,2,3,130,1,0,0,أرضي,0,0,840000
شقة, الرياض , حي المروج ,شمالية شرقية,3,1,2,130,1,0,1,,10,0,800000
شقة, الرياض , حي العارض ,,3,2,3,138,1,0,1,علوي,0,0,895000
شقة, الرياض , حي المصيف ,شرقية,2,1,2,103,0,0,1,,0,0,849000
شقة, الرياض , حي النرجس ,غربية,4,1,4,156,0,0,0,ارضي,0,0,1000000
شقة, امارة منطقة الرياض, الرياض ,شمالية شرقية,1,1,2,81,0,1,1,20+,3,0,1700000
شقة, الرياض , حي النرجس ,غربية,4,1,3,160,1,0,1,3,0,0,920000
شقة, الرياض , حي العارض ,غربية,4,2,3,145,0,1,1,,0,0,920000
شقة, الرياض , حي القيروان ,,3,1,3,130,1,0,1,علوي,0,0,960000
شقة, الرياض , حي حطين ,شمالية غربية,3,2,3,155,1,0,0,أرضي,0,0,1245000
شقة, الرياض , حي النرجس ,,3,1,3,151,1,0,1,أرضي,0,0,846000
شقة, الرياض , حي الصحافة ,,2,1,3,142,1,1,1,,7,0,1980000
شقة, الرياض , حي الياسمين ,شرقية,3,1,3,129,1,1,1,3,0,0,1250000
شقة, الرياض , حي القيروان ,شرقية,3,1,3,139,1,0,0,أرضي,1,0,1600000
شقة, الرياض , حي النرجس ,شمالية,4,2,4,143,1,0,0,أرضي,0,0,1570000
شقة, الرياض , حي النفل ,شرقية,3,1,3,108,1,0,0,أرضي,0,1,1550000
شقة, الرياض , حي النفل ,شرقية,3,1,3,108,1,0,0,أرضي,0,1,1550000
شقة, الرياض , حي النرجس ,شمالية غربية,3,1,3,136,0,0,0,,0,0,1019000
شقة, الرياض , حي الملقا ,ثلاث شوارع,3,1,3,124,0,1,1,ثاني,0,0,959000
شقة, الرياض , حي الصحافة ,جنوبية,3,1,3,258,1,0,0,,0,0,889000
شقة, الرياض , حي الملقا ,,3,2,3,111,0,0,0,,0,0,1150000
شقة, الرياض , حي العارض ,شمالية شرقية,3,2,3,126,1,0,0,أرضي,0,0,859000
شقة, الرياض , حي الملقا ,شرقية,3,1,3,136,1,0,1,علوي,0,0,1199000
شقة, الرياض , حي الياسمين ,شمالية,2,2,2,232,1,0,0,3,2,0,1000000
شقة, الرياض , حي القيروان ,شمالية,3,2,3,141,1,0,0,علوي,0,0,949000
شقة, الرياض , حي الملقا ,شرقية,3,1,3,114,0,0,1,أرضي,0,0,1150000
شقة, الرياض , حي المروج ,جنوبية,3,1,3,146,1,0,1,أرضي,0,0,1064000
شقة, الرياض , حي النرجس ,جنوبية,2,2,3,117,0,0,1,3,0,0,899000
شقة, الرياض , حي العقيق ,جنوبية,3,1,3,139,1,1,1,3,10,0,800000
شقة, الرياض , حي الملقا ,شرقية,3,1,3,132,1,1,1,أرضي,1,1,1300000
شقة, الرياض , حي النرجس ,جنوبية شرقية,1,1,2,170,1,0,1,3,0,0,930000
شقة, الرياض , حي النرجس ,ثلاث شوارع,3,1,3,167,1,1,1,علوي,0,0,1142500
شقة, الرياض , حي الملقا ,,2,1,3,115,1,0,1,علوي,1,1,1200000
شقة, الرياض , حي العارض ,,2,1,2,86,0,0,0,علوي,4,0,750000
شقة, الرياض , حي الياسمين ,غربية,4,3,5+,152,1,1,1,علوي,12,1,1300000
شقة, الرياض , حي العارض ,جنوبية,3,1,3,200,1,0,1,أرضي,0,0,1100000
شقة, الرياض , حي الياسمين ,شرقية,3,1,2,129,1,0,0,علوي,11,0,850000
شقة, الرياض , حي النرجس ,جنوبية,2,2,3,159,1,0,1,3,0,0,850000
شقة, الرياض , حي الندى ,جنوبية,3,2,3,134,1,0,1,3,0,0,1049000
شقة, الرياض , حي النرجس ,ثلاث شوارع,2,1,3,131,1,1,1,أرضي,0,0,1127500
شقة, الرياض , حي الملقا ,,3,1,3,147,1,0,0,علوي,0,0,1250000
شقة, الرياض , حي العارض ,شمالية,2,1,3,104,1,0,1,,0,0,790000
شقة, الرياض , حي الملقا ,,3,1,3,216,0,0,0,,4,0,1700000
شقة, الرياض , حي الربيع ,جنوبية,3,2,3,264,1,0,1,3,0,0,1800000
شقة, الرياض , حي العارض ,غربية,4,1,3,160,1,1,1,علوي,0,0,990000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,137,0,1,0,ثاني,3,0,1300000
شقة, الرياض , ,شمالية,4,1,4,160,1,0,0,,0,0,1380000
شقة, منطقة الرياض, الرياض ,شمالية,3,1,2,130,1,0,0,أرضي,10,0,750000
شقة, الرياض , حي القيروان ,,3,1,2,126,0,0,0,,2,0,950000
شقة, الرياض , حي العارض ,جنوبية,4,1,3,240,1,1,1,,0,0,1300000
شقة, الرياض , حي القيروان ,جنوبية,2,1,2,121,1,0,1,أرضي,3,0,800000
شقة, منطقة الرياض, الرياض ,غربية,4,1,4,163,1,1,1,علوي,1,0,1250000
شقة, الرياض , حي المغرزات ,شرقية,3,1,3,218,1,1,1,4,0,0,1379000
شقة, الرياض , حي النرجس ,,3,1,2,137,1,0,1,,0,0,995000
شقة, الرياض , حي النرجس ,شمالية,4,1,4,189,1,0,1,علوي,0,0,1590000
شقة, الرياض , حي العارض ,جنوبية,2,2,2,203,1,1,1,3,0,0,850000
شقة, الرياض , حي النرجس ,شمالية,3,2,2,125,1,0,1,أرضي,5,1,850000
شقة, الرياض , حي المغرزات ,غربية,3,1,3,168,1,1,1,3,0,0,1130000
شقة, الرياض , حي الملقا ,شمالية غربية,3,2,3,124,0,0,1,3,0,0,950000
شقة, الرياض , حي القيروان ,,3,1,3,228,1,0,1,3,0,1,1850000
شقة, الرياض , حي الملقا ,شمالية,3,1,2,139,0,0,0,ارضي,11,0,800000
شقة, الرياض , حي العقيق ,شرقية,3,1,3,135,1,0,1,علوي,11,1,850000
شقة, الرياض , حي القيروان ,شمالية,3,2,3,167,1,0,1,أرضي,2,0,1000000
شقة, منطقة الرياض, الرياض ,شمالية شرقية,3,1,3,139,1,1,1,3,8,0,800000
شقة, الرياض , حي العارض ,جنوبية,3,1,3,188,0,0,0,,0,0,1190000
شقة, الرياض , حي العارض ,جنوبية شرقية,4,1,3,168,0,0,0,أرضي,0,0,1030000
شقة, الرياض , حي الياسمين ,غربية,3,1,3,120,1,0,1,علوي,0,1,950000
شقة, منطقة الرياض, الرياض ,شرقية,3,2,3,138,1,0,1,علوي,2,0,1200000
شقة, الرياض , حي حطين ,جنوبية,3,1,3,130,1,1,1,علوي,0,0,1700000
شقة, منطقة الرياض, حي الملقا ,,3,1,3,134,1,0,1,,1,0,1320000
شقة, الرياض , حي الياسمين ,شرقية,4,1,3,147,1,0,1,علوي,2,1,1200000
شقة, امارة منطقة الرياض, حي الملقا ,جنوبية غربية,3,2,5+,248,1,0,1,3,0,0,1742500
شقة, الرياض , حي الملقا ,شرقية,1,1,3,86,1,1,1,علوي,0,0,900000
شقة, الرياض , حي المروج ,شمالية,3,1,2,130,1,1,1,علوي,6,1,750000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,139,1,0,1,علوي,0,0,1150000
شقة, منطقة الرياض, الرياض ,شمالية,3,1,3,187,1,0,1,أرضي,10,0,1090000
شقة, الرياض , حي العارض ,شمالية,3,1,3,255,0,0,0,4,0,0,1150000
شقة, الرياض , حي الملقا ,شرقية,3,1,4,148,1,0,1,علوي,0,1,1350000
شقة, الرياض , حي التعاون ,شمالية,4,1,3,191,1,1,1,3,0,0,1620000
شقة, الرياض , حي العارض ,جنوبية شرقية,4,1,3,168,0,0,0,أرضي,0,0,1030000
شقة, الرياض , حي النرجس ,,3,1,3,137,0,0,0,أرضي,0,0,995000
شقة, الرياض , حي الملقا ,ثلاث شوارع,3,1,3,114,1,1,1,ثاني,0,1,1500000
شقة, الرياض , ,شمالية,4,1,4,236,1,0,1,علوي,7,0,1250000
شقة, الرياض , حي النرجس ,,2,2,3,164,1,0,1,علوي,0,0,1200000
شقة, امارة منطقة الرياض, الرياض ,,3,1,3,134,0,1,1,أرضي,0,0,1350000
شقة, منطقة الرياض, حي الملقا ,شرقية,4,1,3,135,1,1,1,أرضي,0,1,1148000
شقة, منطقة الرياض, حي الملقا ,شمالية,4,1,4,230,1,0,0,أرضي,8,1,1650000
شقة, الرياض , حي الندى ,جنوبية,3,2,3,138,1,1,1,علوي,0,0,1089000
شقة, الرياض , حي النرجس ,,3,1,3,140,0,0,0,علوي,0,0,1250000
شقة, الرياض , حي الملك فهد ,غربية,1,1,1,43,1,0,1,علوي,1,1,1100000
شقة, الرياض , حي النخيل ,,3,1,3,130,1,0,1,3,0,0,850000
شقة, الرياض , حي الملقا ,,4,1,4,179,1,0,1,3,0,0,1300000
شقة, الرياض , حي النرجس ,غربية,3,2,3,143,0,0,0,علوي,0,0,917000
شقة, الرياض , حي النفل ,غربية,3,2,3,132,1,1,1,علوي,11,0,1350000
شقة, الرياض , حي العقيق ,شمالية غربية,3,1,3,162,1,1,1,3,0,0,700000
شقة, الرياض , حي العارض ,جنوبية,3,1,3,154,1,0,0,أرضي,1,0,1200000
شقة, الرياض , حي النرجس ,,4,1,3,151,0,0,1,,0,0,896000
شقة, الرياض , حي الفلاح ,,3,2,3,204,1,1,1,,11,0,1200000
شقة, الرياض , حي العارض ,شرقية,6,1,3,210,1,0,1,3,0,1,1200000
شقة, الرياض , حي الندى ,,2,1,2,106,1,0,1,أرضي,1,1,1150000
شقة, الرياض , حي العارض ,,3,2,3,138,1,0,1,علوي,0,0,895000
شقة, الرياض , حي العارض ,غربية,3,1,3,160,0,0,0,,0,0,950000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,166,0,1,1,علوي,0,0,1350000
شقة, الرياض , حي النرجس ,جنوبية,4,1,3,138,1,0,1,,0,0,840000
شقة, الرياض , حي الملقا ,غربية,3,2,3,178,1,1,1,,0,0,1499000
شقة, الرياض , حي النرجس ,,3,1,3,151,1,0,1,أرضي,0,0,846000
شقة, الرياض , حي النرجس ,شمالية,3,2,2,125,1,0,1,أرضي,5,1,850000
شقة, الرياض , حي الملقا ,,4,1,3,126,1,1,1,علوي,7,0,900000
شقة, الرياض , حي المصيف ,شرقية,2,1,2,103,0,0,1,,0,0,849000
شقة, منطقة الرياض, الرياض ,ثلاث شوارع,2,1,2,151,1,0,1,علوي,0,0,896000
شقة, منطقة الرياض, الرياض ,جنوبية,4,2,3,137,0,1,1,علوي,0,0,900000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,132,1,0,1,أرضي,4,1,1200000
شقة, الرياض , حي المرسلات ,,3,1,3,128,0,0,1,علوي,0,0,1400000
شقة, الرياض , حي العارض ,,2,1,3,103,1,0,0,أرضي,0,0,852833
شقة, منطقة الرياض, الرياض ,جنوبية,4,1,3,151,1,1,1,3,0,1,1369000
شقة, الرياض , حي المغرزات ,شرقية,1,2,2,137,1,1,1,3,0,0,1030000
شقة, الرياض , حي العارض ,جنوبية,2,1,3,101,0,1,1,,0,0,770000
شقة, الرياض , حي القيروان ,,3,1,3,100,1,1,1,أرضي,0,0,850000
شقة, الرياض , حي المرسلات ,,3,2,3,128,0,0,1,علوي,0,0,1400000
شقة, الرياض , حي حطين ,جنوبية شرقية,3,1,3,149,0,0,1,علوي,0,0,1600000
شقة, الرياض , حي المروج ,جنوبية,4,1,3,249,1,0,1,3,0,0,1434000
شقة, الرياض , حي العارض ,شمالية,3,1,3,142,1,1,1,علوي,0,0,799000
شقة, الرياض , حي النرجس ,,3,1,3,137,0,0,0,أرضي,0,0,995000
شقة, امارة منطقة الرياض, الرياض ,شمالية,4,2,4,190,1,0,1,3,0,1,1750000
شقة, الرياض , حي النرجس ,جنوبية,2,2,3,117,1,0,1,3,0,0,849000
شقة, الرياض , حي النزهة ,غربية,3,,3,238,1,0,1,4,0,0,1280000
شقة, امارة منطقة الرياض, الرياض ,,3,1,3,134,0,1,1,أرضي,0,0,1350000
شقة, الرياض , حي المروج ,شمالية شرقية,3,,2,130,1,0,0,علوي,10,0,750000
شقة, الرياض , حي النرجس ,,3,1,3,142,1,1,1,,1,1,1000000
شقة, الرياض , حي العارض ,غربية,4,2,3,145,0,1,1,,0,0,920000
شقة, امارة منطقة الرياض, الرياض ,,3,1,3,195,1,1,1,علوي,0,1,1199000
شقة, الرياض , حي النرجس ,شمالية,4,1,3,150,1,1,1,ثاني,0,0,1050000
شقة, الرياض , حي النرجس ,شمالية,4,1,3,150,0,0,1,3,0,0,1050000
شقة, الرياض , حي النرجس ,,3,2,4,145,0,0,0,أرضي,0,0,1100000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,185,1,1,1,علوي,11,0,1850000
شقة, منطقة الرياض, حي الملقا ,شرقية,4,1,3,135,1,1,1,أرضي,0,1,1148000
شقة, منطقة الرياض, حي الملقا ,جنوبية شرقية,3,1,4,108,1,1,1,أرضي,0,1,1225000
شقة, الرياض , حي الياسمين ,,3,1,3,129,0,1,1,علوي,0,0,1250000
شقة, الرياض , حي الملقا ,,3,1,3,168,1,0,0,علوي,0,0,1350000
شقة, الرياض , حي النرجس ,,3,1,2,129,1,0,1,علوي,0,0,830000
شقة, امارة منطقة الرياض, الرياض ,جنوبية غربية,3,1,3,111,0,0,0,3,0,0,886000
شقة, الرياض , حي الملقا ,جنوبية,3,2,3,125,1,0,1,علوي,7,0,1000000
شقة, الرياض , حي النرجس ,شرقية,5,1,4,141,0,0,1,أرضي,0,0,985000
شقة, الرياض , حي النرجس ,جنوبية,3,1,4,106,1,0,0,أرضي,0,0,880000
شقة, الرياض , حي النرجس ,,2,1,2,106,1,0,0,أرضي,0,0,900000
شقة, الرياض , حي النرجس ,شمالية,3,1,3,120,0,1,0,أرضي,0,0,909000
شقة, منطقة الرياض, الرياض ,شرقية,4,1,5+,143,1,1,1,علوي,0,0,1000000
شقة, منطقة الرياض, الرياض ,شمالية شرقية,3,1,3,139,1,1,1,3,8,0,800000
شقة, امارة منطقة الرياض, الرياض ,شمالية شرقية,1,1,2,81,0,1,1,20+,3,0,1700000
شقة, الرياض , حي النرجس ,جنوبية,4,1,3,254,1,0,1,أرضي,0,0,979000
شقة, الرياض , حي النرجس ,ثلاث شوارع,4,1,3,150,1,1,1,علوي,1,0,1150000
شقة, الرياض , حي الربيع ,جنوبية,3,2,3,264,1,1,1,4,0,0,1800000
شقة, الرياض , حي الياسمين ,شرقية,3,1,3,129,1,1,1,3,0,0,1250000
شقة, الرياض , حي النرجس ,شرقية,4,2,5+,214,1,1,1,3,0,0,1385000
شقة, الرياض , حي الملقا ,,3,2,3,118,0,0,0,,0,0,1090000
شقة, الرياض , حي الملقا ,,3,1,3,130,1,1,1,أرضي,0,0,880000
شقة, الرياض , حي النرجس ,,3,1,3,150,0,1,1,علوي,0,0,850000
شقة, الرياض , حي النرجس ,جنوبية,3,1,4,106,1,0,0,أرضي,0,0,880000
شقة, الرياض , حي الندى ,,2,1,2,101,1,1,1,3,1,1,1150000
شقة, الرياض , حي الياسمين ,,2,2,3,130,1,0,1,3,0,1,950000
شقة, الرياض , حي الوادي ,,3,1,3,158,0,0,1,علوي,0,0,1119000
شقة, امارة منطقة الرياض, حي الملقا ,جنوبية غربية,3,2,5+,248,1,0,1,3,0,0,1742500
شقة, الرياض , حي الملقا ,جنوبية شرقية,5,1,4,132,1,1,1,أرضي,0,1,1281250
شقة, الرياض , حي النرجس ,,3,1,3,151,1,0,1,أرضي,0,0,846000
شقة, الرياض , حي النرجس ,جنوبية,3,1,3,134,1,0,1,علوي,0,0,900000
شقة, الرياض , حي النخيل ,,3,1,2,159,1,0,1,أرضي,0,0,1400000
شقة, الرياض , حي النرجس ,شمالية غربية,3,2,3,176,0,0,1,علوي,0,0,1233000
شقة, الرياض , حي النزهة ,جنوبية شرقية,3,1,3,203,1,0,0,,8,0,1500000
شقة, الرياض , حي الياسمين ,شرقية,3,1,3,129,1,1,1,3,0,0,1250000
شقة, الرياض , حي حطين ,,3,1,4,166,1,0,1,أرضي,0,0,1299000
شقة, منطقة الرياض, الرياض ,شرقية,3,1,2,104,1,1,1,3,7,0,715000
شقة, الرياض , حي النرجس ,,2,1,3,117,1,0,1,علوي,0,1,900000
شقة, منطقة الرياض, الرياض ,ثلاث شوارع,4,1,4,151,0,0,0,,0,0,896000
شقة, الرياض , حي النرجس ,شمالية,4,1,3,119,0,0,1,,0,0,769000
شقة, الرياض , حي المغرزات ,غربية,2,2,3,158,1,1,1,أرضي,0,1,1375000
شقة, الرياض , حي الياسمين ,غربية,3,1,3,120,1,0,1,علوي,0,1,950000
شقة, امارة منطقة الرياض, الرياض ,شمالية,4,2,4,190,1,0,1,3,0,1,1750000
شقة, الرياض , حي العارض ,جنوبية,3,1,3,154,1,0,0,أرضي,1,0,1200000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,185,1,1,1,علوي,11,0,1850000
شقة, حي العارض , شارع عبدالله بن العاص ,جنوبية شرقية,3,2,3,219,1,0,1,3,0,0,1350000
شقة, منطقة الرياض, الرياض ,غربية,2,2,2,90,1,1,1,علوي,0,1,850000
شقة, الرياض , حي النرجس ,شمالية غربية,3,1,3,145,1,1,0,ارضي,0,0,1099000
شقة, الرياض , حي النرجس ,شرقية,3,1,3,163,1,1,1,أرضي,0,0,906000
شقة, الرياض , حي القيروان ,,3,2,3,127,1,0,0,,2,0,1400000
شقة, الرياض , حي النرجس ,شمالية,4,2,4,143,1,0,0,أرضي,0,0,1570000
شقة, الرياض , حي الملقا ,,2,1,3,111,1,1,1,أرضي,0,1,1250000
شقة, الرياض , حي النرجس ,جنوبية,3,1,3,125,1,1,1,أرضي,0,0,1150000
شقة, الرياض , حي الياسمين ,شرقية,3,1,3,140,1,1,1,علوي,0,0,1249000
شقة, الرياض , حي الملقا ,,3,1,3,196,1,0,0,علوي,0,0,1550000
شقة, الرياض , حي النرجس ,,3,1,3,137,1,0,1,علوي,0,0,995000
شقة, الرياض , حي حطين ,شمالية,3,2,3,146,1,0,1,علوي,10,1,1300000
شقة, الرياض , حي الملقا ,,3,1,3,168,1,0,0,علوي,0,0,1350000
شقة, الرياض , حي النرجس ,شمالية,3,1,3,307,0,0,0,ثالث,0,0,1049000
شقة, الرياض , حي النرجس ,,2,1,3,117,1,0,1,علوي,0,1,900000
شقة, الرياض , حي العارض ,غربية,3,1,3,109,1,1,1,علوي,0,0,890000
شقة, الرياض , حي النرجس ,شمالية,4,1,3,150,0,0,1,3,0,0,1050000
شقة, الرياض , حي المصيف ,,3,1,3,161,0,0,0,,0,0,1350000
شقة, الرياض , حي الملقا ,غربية,3,1,3,190,1,1,1,علوي,0,0,1600000
شقة, الرياض , حي العارض ,جنوبية شرقية,3,2,3,167,1,1,0,,0,1,990000
شقة, الرياض , حي القيروان ,,3,2,3,127,1,0,0,,2,0,1400000
شقة, الرياض , حي النرجس ,جنوبية شرقية,2,1,2,130,0,0,1,,0,0,782000
شقة, الرياض , حي النرجس ,شرقية,3,1,3,142,1,0,0,ثالث,0,0,970000
شقة, الرياض , حي القيروان ,شرقية,3,1,3,104,1,1,0,أرضي,0,0,1100000
شقة, منطقة الرياض, الرياض ,,3,2,3,149,1,0,1,علوي,0,0,1250000
شقة, الرياض , حي العارض ,شرقية,3,1,4,200,0,0,1,أرضي,0,0,1200000
شقة, امارة منطقة الرياض, الرياض ,,3,1,3,141,1,0,0,أرضي,0,0,979000
شقة, الرياض , حي الملقا ,شمالية غربية,4,1,3,124,0,0,1,,0,0,959000
شقة, الرياض , حي الملقا ,شمالية,4,1,4,230,1,0,0,أرضي,8,1,1650000
شقة, الرياض , حي العقيق ,,3,2,3,123,1,0,1,أرضي,11,0,700000
شقة, الرياض , حي النرجس ,جنوبية,3,1,3,135,0,0,1,أرضي,0,0,920000
شقة, الرياض , حي النرجس ,,3,1,3,130,1,0,1,3,0,0,850000
شقة, الرياض , حي العارض ,شمالية,3,2,4,178,1,0,1,أرضي,7,1,1200000
شقة, الرياض , حي الوادي ,,3,1,3,158,0,0,0,علوي,0,0,1119000
شقة, الرياض , حي المروج ,غربية,2,1,3,182,1,1,1,3,0,1,1390000
شقة, الرياض , حي العارض ,شمالية غربية,3,1,3,199,0,0,1,علوي,0,0,980000
شقة, منطقة الرياض, حي النزهة ,جنوبية,2,1,3,125,1,1,0,اول,4,0,1150000
شقة, الرياض , حي الملقا ,,5,2,4,216,1,1,1,علوي,4,0,1700000
شقة, الرياض , حي النرجس ,,2,1,3,151,1,0,1,أرضي,0,0,896000
شقة, الرياض , حي الملقا ,,4,1,3,143,1,1,1,أرضي,2,1,1200000
شقة, منطقة الرياض, الرياض ,,3,1,3,250,1,0,1,علوي,2,0,1200000
شقة, الرياض , حي النفل ,شمالية,4,1,4,131,0,1,1,ثاني,1,0,1150000
شقة, الرياض , حي القيروان ,,3,1,3,134,1,1,0,علوي,3,0,1100000
شقة, الرياض , حي الملقا ,جنوبية,3,1,4,174,0,0,1,علوي,0,0,1400000
شقة, الرياض , حي الندى ,,3,1,3,126,1,0,1,أرضي,3,0,1100000
شقة, امارة منطقة الرياض, الرياض ,جنوبية غربية,3,1,3,111,0,0,0,3,0,0,886000
شقة, الرياض , حي النرجس ,شمالية,4,2,4,163,1,0,0,3,0,0,900000
شقة, الرياض , حي حطين ,شمالية غربية,3,2,3,298,1,0,0,علوي,0,0,1459000
شقة, الرياض , حي العارض ,,3,2,3,176,1,1,0,علوي,1,0,1190000
شقة, الرياض , حي الياسمين ,,4,1,3,154,1,0,1,أرضي,0,0,900000
شقة, الرياض , حي النرجس ,,4,1,4,210,0,0,1,أرضي,0,0,1200000
شقة, الرياض , حي العارض ,,2,1,3,133,0,1,1,أرضي,0,0,790000
شقة, الرياض , حي الملقا ,غربية,3,2,3,175,1,1,1,أرضي,4,0,1150000
شقة, الرياض , حي الياسمين ,,4,1,3,154,1,0,1,أرضي,0,0,900000
شقة, الرياض , حي النرجس ,غربية,6,2,3,256,0,0,1,علوي,0,0,1399000
شقة, امارة منطقة الرياض, حي الملقا ,شمالية,3,2,4,135,1,0,1,علوي,0,0,1250000
شقة, الرياض , حي النرجس ,,2,1,2,106,1,0,0,أرضي,0,0,900000
شقة, الرياض , حي النرجس ,ثلاث شوارع,2,1,3,129,1,1,1,3,0,0,1496500
شقة, الرياض , حي النرجس ,جنوبية شرقية,2,1,3,170,1,0,1,,0,0,930000
شقة, امارة منطقة الرياض, الرياض ,,4,1,3,140,0,1,1,علوي,0,0,1250000
شقة, الرياض , حي الملقا ,جنوبية,1,,3,125,0,0,0,,8,0,1100000
شقة, الرياض , حي الياسمين ,ثلاث شوارع,2,1,2,100,1,1,0,ثاني,2,0,745000
شقة, الرياض , حي الندى ,جنوبية,3,2,3,191,1,0,1,أرضي,0,0,1259000
شقة, الرياض , حي الندى ,جنوبية,3,2,3,143,1,1,1,علوي,0,0,1189000
شقة, الرياض , حي العارض ,جنوبية,3,2,3,147,1,1,1,,0,0,959000
شقة, الرياض , حي العليا ,شرقية,1,1,2,92,1,1,1,علوي,11,1,2100000
شقة, الرياض , حي النرجس ,شرقية,3,1,4,178,1,0,1,أرضي,0,0,900000
شقة, الرياض , حي الملقا ,شرقية,3,1,3,190,1,1,1,علوي,0,0,1300000
شقة, منطقة الرياض, الرياض ,شمالية,3,1,2,104,0,1,1,3,1,0,715000
شقة, الرياض , حي الربيع ,جنوبية,3,1,3,114,1,0,1,أرضي,0,0,1000000
شقة, الرياض , حي النرجس ,,2,2,3,164,1,0,1,علوي,0,0,1200000
شقة, منطقة الرياض, الرياض ,شمالية,1,1,2,89,1,1,0,20+,9,1,1680000
شقة, الرياض , حي الملقا ,شمالية,3,1,3,125,1,1,1,علوي,8,0,900000
شقة, الرياض , حي الملقا ,جنوبية,4,2,4,134,1,1,1,أرضي,0,1,1250000
شقة, الرياض , حي الصحافة ,غربية,4,,3,171,1,0,1,20+,0,0,1600000
شقة, الرياض , حي مطار الملك خالد الدولي ,,4,2,3,180,1,1,0,3,0,0,2900000
شقة, منطقة الرياض, الرياض ,,3,1,3,101,1,1,1,علوي,1,0,1400000
شقة, الرياض , حي التعاون ,جنوبية,3,1,3,125,1,0,1,علوي,3,0,1100000
شقة, الرياض , حي الملقا ,,4,1,2,152,1,0,1,3,10,0,900000
شقة, الرياض , حي النرجس ,,3,2,3,167,1,0,1,علوي,0,0,1200000
شقة, الرياض , حي الملقا ,غربية,3,1,2,176,1,1,1,علوي,0,1,850000
شقة, الرياض , حي المروج ,,2,1,2,120,1,0,1,علوي,11,0,800000
شقة, الرياض , حي حطين ,شمالية,4,1,3,156,1,1,0,ارضي,9,0,1200000
شقة, الرياض , حي الملقا ,غربية,3,1,3,143,1,1,1,أرضي,5,0,1200000
شقة, الرياض , حي الياسمين ,جنوبية,3,1,4,144,1,0,1,أرضي,1,0,1200000
شقة, الرياض , حي الملقا ,شمالية,3,1,2,139,1,0,1,علوي,8,1,850000
شقة, الرياض , حي النرجس ,غربية,2,1,3,100,1,0,1,3,0,1,1150000
شقة, الرياض , حي الصحافة ,,3,1,3,201,1,0,1,علوي,9,0,1100000
شقة, الرياض , حي المروج ,,3,1,3,127,1,0,1,3,0,1,1600000
شقة, الرياض , حي الملقا ,غربية,3,1,3,158,1,0,1,علوي,0,0,1398000
شقة, الرياض , حي القيروان ,,2,1,3,120,1,0,1,علوي,0,0,925000
شقة, الرياض , حي الملقا ,شمالية,4,1,3,104,1,0,0,أرضي,0,0,1100000
